,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.050505050505050504,99564.04597152628,0.0,26624.0157480315,0.0,448632.2779467907,0.0,5661.685755189692,129200.96635647817,108132.19522985762,5836.1667859699355,1568.092340730136,36728.25697924123,60367.90145549988,251687.54473872582,49118.64710093057,62352.35564304461,0.0,2885240.283245844
2,0.10101010101010101,199128.09194305257,0.0,53248.031496063,0.0,897264.5558935814,0.0,11323.371510379384,258401.93271295633,216264.39045971524,11672.333571939871,3136.184681460272,73456.51395848246,120735.80291099976,503375.08947745163,98237.29420186114,124704.71128608922,0.0,5770480.566491688
3,0.15151515151515152,298692.1379145789,0.0,79872.0472440945,0.0,1345896.8338403723,0.0,16985.057265569078,387602.8990694345,328472.39550765225,17508.50035790981,4704.277022190408,110184.7709377237,181103.70436649967,755062.6342161775,147355.9413027917,187057.06692913387,0.0,8655720.849737534
4,0.20202020202020202,398256.18388610514,0.0,106496.062992126,0.0,1794760.6529229009,0.0,22646.743020758768,516803.86542591266,442201.4053402299,23344.667143879742,6272.369362920544,146913.02791696493,241471.60582199952,1006750.1789549033,196474.58840372227,249409.42257217845,0.0,11540961.132983375
5,0.25252525252525254,497820.2298576314,0.0,133120.07874015748,0.0,2249839.781263393,0.0,28308.428775948458,646004.8317823908,555930.4151728079,29180.833929849676,7840.46170365068,183641.28489620614,301839.50727749936,1258437.7236936293,245593.23550465284,311761.7782152231,0.0,14426201.41622922
6,0.30303030303030304,597384.2758291578,0.0,159744.094488189,0.0,2704918.9096038844,0.0,33970.114531138155,775205.798138869,669659.4250053855,35017.00071581962,9408.554044380817,220369.5418754474,362207.40873299935,1510125.268432355,294711.8826055834,374114.13385826774,0.0,17311441.69947507
7,0.35353535353535354,664923.2145337893,0.0,177804.40682414698,0.0,2969978.5054586465,0.0,37810.70019088523,862848.8429968981,742491.8988396706,38975.94500119303,10472.264256740635,245284.0325697924,396685.26121583284,1572915.1584824626,328031.35313767596,409725.36545628455,46096.269453550296,18124862.827821903
8,0.40404040404040403,763017.8072478398,0.0,195553.75065616798,0.0,3228138.0387011776,0.0,41585.15736101169,948982.8205678836,813839.3218724921,42866.72285850632,11517.659150560725,269769.53722261987,430222.9842466662,1628845.723979957,360777.11787162966,444365.5630357539,430055.1993032281,18863051.259282175
9,0.45454545454545453,868540.2230064761,0.0,213303.09448818897,0.0,3486297.5719437078,0.0,45359.61453113815,1035116.7981388689,883893.5124271805,46757.50071581961,12563.054044380815,294255.0418754474,463760.7072774994,1684776.2894774517,393522.8826055834,479005.76061522303,814014.1291529059,19601239.690742448
