,0,1
0,0.55,2.6829469572324207
1,0.555,2.677094811032384
2,0.56,2.671025880002443
3,0.5650000000000001,2.6647365346286565
4,0.5700000000000001,2.658226871894438
5,0.5750000000000001,2.6514902085614667
6,0.5800000000000001,2.6445286552970995
7,0.5850000000000001,2.6373445487243536
8,0.5900000000000001,2.6299404939292668
9,0.5950000000000001,2.622319426854215
10,0.6000000000000001,2.6144847157268405
11,0.6050000000000001,2.6064403544637313
12,0.6100000000000001,2.598191454817886
13,0.615,2.589746789601
14,0.6200000000000001,2.581102311004262
15,0.625,2.5722523761636698
16,0.63,2.5632006706851675
17,0.635,2.5539515140588382
18,0.64,2.5445102166451763
19,0.645,2.534884209417557
20,0.65,2.525083171204304
21,0.655,2.5150932327438507
22,0.66,2.50491658386893
23,0.665,2.5040829171432937
24,0.67,2.5114516003766845
25,0.675,2.518261722756902
26,0.68,2.52452297765899
27,0.685,2.5302349680425062
28,0.6900000000000001,2.535409718886106
29,0.6950000000000001,2.540054706190195
30,0.7000000000000001,2.544171551848491
31,0.7050000000000001,2.5477621184089054
32,0.7100000000000001,2.550828540173827
33,0.7150000000000001,2.553373262298914
34,0.7200000000000001,2.5553990925335697
35,0.7250000000000001,2.5569092753031932
36,0.73,2.557907611175901
37,0.7350000000000001,2.5583988516082807
38,0.74,2.5583888496535794
39,0.7450000000000001,2.5578806484205074
40,0.75,2.5568772017823256
41,0.7550000000000001,2.5553819347574063
42,0.76,2.5533988684252993
43,0.765,2.55093285453382
44,0.77,2.547990219273618
45,0.775,2.5445795835056613
46,0.78,2.5406977081718094
47,0.785,2.5363464100707485
48,0.79,2.531529545584701
49,0.795,2.52625159224259
50,0.8,2.5205178203660505
51,0.805,2.5143346052582576
52,0.81,2.507710178549681
53,0.8150000000000001,2.5006583700512177
54,0.8200000000000001,2.4931764987081193
55,0.8250000000000001,2.4852563609159373
56,0.8300000000000001,2.4769029317507214
57,0.8350000000000001,2.4681219293545453
58,0.8400000000000001,2.4589199684274003
59,0.845,2.4493047823077037
60,0.8500000000000001,2.4392855773285795
61,0.855,2.4288736972813663
62,0.8600000000000001,2.418084336288744
63,0.865,2.406942732166546
64,0.8700000000000001,2.3954322286227443
65,0.875,2.3835497761129165
66,0.8800000000000001,2.371310797387125
67,0.885,2.3587400914749077
68,0.8900000000000001,2.345861364567091
69,0.895,2.3326386651507653
70,0.9000000000000001,2.3190277892467224
71,0.905,2.305031418085143
72,0.91,2.290653834934184
73,0.915,2.27590032734664
74,0.92,2.2607775816030884
75,0.925,2.2537813294501237
76,0.93,2.265552863018157
77,0.935,2.2761361176224533
78,0.9400000000000001,2.285557129031376
79,0.9450000000000001,2.2938500356470604
80,0.9500000000000001,2.301013920371715
81,0.9550000000000001,2.3070483186421504
82,0.9600000000000001,2.311953285678445
83,0.9650000000000001,2.3157294745604178
84,0.97,2.3183782275585614
85,0.9750000000000001,2.319901683993697
86,0.98,2.320302909203921
87,0.9850000000000001,2.319586051309954
88,0.99,2.31775653610812
89,0.9950000000000001,2.314821317173156
90,1.0,2.3107892120259987
91,1.0050000000000001,2.305671387011439
92,1.01,2.2994821408433266
93,1.0150000000000001,2.292240452656935
94,1.02,2.2839748355959153
95,1.0250000000000001,2.2747181793277527
96,1.03,2.2644339729859086
97,1.0350000000000001,2.253127914785805
98,1.04,2.2408111476519377
99,1.045,2.227497179967515
100,1.05,2.2132023004744257
