,0,1,2,3,4,5
88,0.0,1.75,1.0,108266400.0,119691127.01002076,227957527.01002076
89,0.0,1.75,1.25,118108800.0,119582820.36010581,237691620.3601058
90,0.0,1.75,1.5,127951200.0,119522462.21479854,247473662.21479854
91,0.0,1.75,1.75,137793600.0,119515897.71367708,257309497.71367708
92,0.0,1.75,2.0,147636000.0,119515897.71367708,267151897.71367708
93,0.0,1.75,2.25,157478400.0,119515897.71367708,276994297.71367705
94,0.0,1.75,2.5,167320800.0,119515897.71367708,286836697.71367705
95,0.0,1.75,2.75,177163200.0,119515897.71367708,296679097.71367705
96,0.0,2.0,0.0,78739200.0,121881577.89262886,200620777.89262885
97,0.0,2.0,0.25,88581600.0,120570203.12550895,209151803.12550896
98,0.0,2.0,0.5,98424000.0,120040377.17488387,218464377.17488387
99,0.0,2.0,0.75,108266400.0,119851829.46641499,228118229.466415
100,0.0,2.0,1.0,118108800.0,119691127.01002076,237799927.01002076
101,0.0,2.0,1.25,127951200.0,119582820.36010581,247534020.3601058
102,0.0,2.0,1.5,137793600.0,119522462.21479854,257316062.21479854
103,0.0,2.0,1.75,147636000.0,119515897.71367708,267151897.71367708
104,0.0,2.0,2.0,157478400.0,119515897.71367708,276994297.71367705
105,0.0,2.0,2.25,167320800.0,119515897.71367708,286836697.71367705
106,0.0,2.0,2.5,177163200.0,119515897.71367708,296679097.71367705
107,0.0,2.0,2.75,187005600.0,119515897.71367708,306521497.71367705
108,0.0,2.25,0.0,88581600.0,121881577.89262886,210463177.89262885
109,0.0,2.25,0.25,98424000.0,120570203.12550895,218994203.12550896
110,0.0,2.25,0.5,108266400.0,120040377.17488387,228306777.17488387
111,0.0,2.25,0.75,118108800.0,119851829.46641499,237960629.466415
112,0.0,2.25,1.0,127951200.0,119691127.01002076,247642327.01002076
113,0.0,2.25,1.25,137793600.0,119582820.36010581,257376420.3601058
114,0.0,2.25,1.5,147636000.0,119522462.21479854,267158462.21479854
115,0.0,2.25,1.75,157478400.0,119515897.71367708,276994297.71367705
116,0.0,2.25,2.0,167320800.0,119515897.71367708,286836697.71367705
117,0.0,2.25,2.25,177163200.0,119515897.71367708,296679097.71367705
118,0.0,2.25,2.5,187005600.0,119515897.71367708,306521497.71367705
119,0.0,2.25,2.75,196848000.0,119515897.71367708,316363897.71367705
120,0.0,2.5,0.0,98424000.0,121881577.89262886,220305577.89262885
121,0.0,2.5,0.25,108266400.0,120570203.12550895,228836603.12550896
122,0.0,2.5,0.5,118108800.0,120040377.17488387,238149177.17488387
123,0.0,2.5,0.75,127951200.0,119851829.46641499,247803029.466415
124,0.0,2.5,1.0,137793600.0,119691127.01002076,257484727.01002076
125,0.0,2.5,1.25,147636000.0,119582820.36010581,267218820.3601058
126,0.0,2.5,1.5,157478400.0,119522462.21479854,277000862.21479857
127,0.0,2.5,1.75,167320800.0,119515897.71367708,286836697.71367705
128,0.0,2.5,2.0,177163200.0,119515897.71367708,296679097.71367705
129,0.0,2.5,2.25,187005600.0,119515897.71367708,306521497.71367705
130,0.0,2.5,2.5,196848000.0,119515897.71367708,316363897.71367705
131,0.0,2.5,2.75,206690400.0,119515897.71367708,326206297.71367705
132,0.0,2.75,0.0,108266400.0,121881577.89262886,230147977.89262885
133,0.0,2.75,0.25,118108800.0,120570203.12550895,238679003.12550896
134,0.0,2.75,0.5,127951200.0,120040377.17488387,247991577.17488387
135,0.0,2.75,0.75,137793600.0,119851829.46641499,257645429.466415
136,0.0,2.75,1.0,147636000.0,119691127.01002076,267327127.01002076
137,0.0,2.75,1.25,157478400.0,119582820.36010581,277061220.3601058
138,0.0,2.75,1.5,167320800.0,119522462.21479854,286843262.21479857
139,0.0,2.75,1.75,177163200.0,119515897.71367708,296679097.71367705
140,0.0,2.75,2.0,187005600.0,119515897.71367708,306521497.71367705
141,0.0,2.75,2.25,196848000.0,119515897.71367708,316363897.71367705
142,0.0,2.75,2.5,206690400.0,119515897.71367708,326206297.71367705
143,0.0,2.75,2.75,216532800.0,119515897.71367708,336048697.71367705
144,0.25,0.0,0.0,9842400.0,122351845.04351717,132194245.04351717
145,0.25,0.0,0.25,19684800.0,121119864.35867685,140804664.35867685
146,0.25,0.0,0.5,29527200.0,120613357.4347929,150140557.4347929
147,0.25,0.0,0.75,39369600.0,120437372.0424858,159806972.0424858
148,0.25,0.0,1.0,49212000.0,120285869.84897992,169497869.84897992
149,0.25,0.0,1.25,59054400.0,120184619.4603191,179239019.4603191
150,0.25,0.0,1.5,68896800.0,120128927.73579633,189025727.73579633
151,0.25,0.0,1.75,78739200.0,120122909.4758862,198862109.4758862
152,0.25,0.0,2.0,88581600.0,120122909.4758862,208704509.4758862
153,0.25,0.0,2.25,98424000.0,120122909.4758862,218546909.4758862
154,0.25,0.0,2.5,108266400.0,120122909.4758862,228389309.4758862
155,0.25,0.0,2.75,118108800.0,120122909.4758862,238231709.4758862
156,0.25,0.25,0.0,19684800.0,121746411.17965102,141431211.17965102
157,0.25,0.25,0.25,29527200.0,120004030.36924197,149531230.36924195
158,0.25,0.25,0.5,39369600.0,119493698.58232263,158863298.58232263
159,0.25,0.25,0.75,49212000.0,119317585.73060569,168529585.7306057
160,0.25,0.25,1.0,59054400.0,119166083.53709982,178220483.53709984
161,0.25,0.25,1.25,68896800.0,119064833.14843899,187961633.148439
162,0.25,0.25,1.5,78739200.0,119009141.42391624,197748341.42391622
163,0.25,0.25,1.75,88581600.0,119003123.16400608,207584723.16400608
164,0.25,0.25,2.0,98424000.0,119003123.16400608,217427123.16400608
165,0.25,0.25,2.25,108266400.0,119003123.16400608,227269523.16400608
166,0.25,0.25,2.5,118108800.0,119003123.16400608,237111923.16400608
167,0.25,0.25,2.75,127951200.0,119003123.16400608,246954323.16400608
168,0.25,0.5,0.0,29527200.0,121596763.55033787,151123963.55033785
169,0.25,0.5,0.25,39369600.0,119824934.92592722,159194534.92592722
170,0.25,0.5,0.5,49212000.0,119282785.99659094,168494785.99659094
171,0.25,0.5,0.75,59054400.0,119101302.59323975,178155702.59323975
172,0.25,0.5,1.0,68896800.0,118949728.25378312,187846528.2537831
173,0.25,0.5,1.25,78739200.0,118848477.86512229,197587677.8651223
174,0.25,0.5,1.5,88581600.0,118792786.14059953,207374386.14059955
175,0.25,0.5,1.75,98424000.0,118786767.88068938,217210767.88068938
176,0.25,0.5,2.0,108266400.0,118786767.88068938,227053167.88068938
177,0.25,0.5,2.25,118108800.0,118786767.88068938,236895567.88068938
178,0.25,0.5,2.5,127951200.0,118786767.88068938,246737967.88068938
179,0.25,0.5,2.75,137793600.0,118786767.88068938,256580367.88068938
180,0.25,0.75,0.0,39369600.0,121503799.26439032,160873399.26439032
181,0.25,0.75,0.25,49212000.0,119727754.86033556,168939754.86033556
182,0.25,0.75,0.5,59054400.0,119169238.76550922,178223638.76550922
183,0.25,0.75,0.75,68896800.0,118978215.52085397,187875015.52085397
184,0.25,0.75,1.0,78739200.0,118825020.41244926,197564220.41244924
185,0.25,0.75,1.25,88581600.0,118723770.02378842,207305370.02378842
186,0.25,0.75,1.5,98424000.0,118668078.29926567,217092078.29926568
187,0.25,0.75,1.75,108266400.0,118662060.03935552,226928460.03935552
188,0.25,0.75,2.0,118108800.0,118662060.03935552,236770860.03935552
189,0.25,0.75,2.25,127951200.0,118662060.03935552,246613260.03935552
190,0.25,0.75,2.5,137793600.0,118662060.03935552,256455660.03935552
191,0.25,0.75,2.75,147636000.0,118662060.03935552,266298060.03935552
192,0.25,1.0,0.0,49212000.0,121491500.65166226,170703500.65166226
193,0.25,1.0,0.25,59054400.0,119715426.23815641,178769826.2381564
194,0.25,1.0,0.5,68896800.0,119154922.93821174,188051722.93821174
195,0.25,1.0,0.75,78739200.0,118962122.97785372,197701322.97785372
196,0.25,1.0,1.0,88581600.0,118808406.35952336,207390006.35952336
197,0.25,1.0,1.25,98424000.0,118707155.97086254,217131155.97086254
198,0.25,1.0,1.5,108266400.0,118651464.24633977,226917864.24633977
199,0.25,1.0,1.75,118108800.0,118645445.98642963,236754245.98642963
200,0.25,1.0,2.0,127951200.0,118645445.98642963,246596645.98642963
201,0.25,1.0,2.25,137793600.0,118645445.98642963,256439045.98642963
202,0.25,1.0,2.5,147636000.0,118645445.98642963,266281445.98642963
203,0.25,1.0,2.75,157478400.0,118645445.98642963,276123845.98642963
204,0.25,1.25,0.0,59054400.0,121455903.95261195,180510303.95261195
205,0.25,1.25,0.25,68896800.0,119679829.5391061,188576629.5391061
206,0.25,1.25,0.5,78739200.0,119119326.23916143,197858526.23916143
207,0.25,1.25,0.75,88581600.0,118926526.27880341,207508126.2788034
208,0.25,1.25,1.0,98424000.0,118769541.70915277,217193541.70915276
209,0.25,1.25,1.25,108266400.0,118665114.96641845,226931514.96641845
210,0.25,1.25,1.5,118108800.0,118607392.38580206,236716192.38580206
211,0.25,1.25,1.75,127951200.0,118601140.24546638,246552340.24546638
212,0.25,1.25,2.0,137793600.0,118601140.24546638,256394740.24546638
213,0.25,1.25,2.25,147636000.0,118601140.24546638,266237140.24546638
214,0.25,1.25,2.5,157478400.0,118601140.24546638,276079540.24546635
215,0.25,1.25,2.75,167320800.0,118601140.24546638,285921940.24546635
216,0.25,1.5,0.0,68896800.0,121425839.75176126,190322639.75176126
217,0.25,1.5,0.25,78739200.0,119649765.33825544,198388965.33825544
218,0.25,1.5,0.5,88581600.0,119089262.03831077,207670862.03831077
219,0.25,1.5,0.75,98424000.0,118896462.07795274,217320462.07795274
220,0.25,1.5,1.0,108266400.0,118736107.66198513,227002507.66198513
221,0.25,1.5,1.25,118108800.0,118628197.02305174,236736997.02305174
222,0.25,1.5,1.5,127951200.0,118568116.9574328,246519316.9574328
223,0.25,1.5,1.75,137793600.0,118561585.94782244,256355185.94782245
224,0.25,1.5,2.0,147636000.0,118561585.94782244,266197585.94782245
225,0.25,1.5,2.25,157478400.0,118561585.94782244,276039985.94782245
226,0.25,1.5,2.5,167320800.0,118561585.94782244,285882385.94782245
227,0.25,1.5,2.75,177163200.0,118561585.94782244,295724785.94782245
228,0.25,1.75,0.0,78739200.0,121422889.30715823,200162089.30715823
229,0.25,1.75,0.25,88581600.0,119646814.89365238,208228414.89365238
230,0.25,1.75,0.5,98424000.0,119086311.59370774,217510311.59370774
231,0.25,1.75,0.75,108266400.0,118893511.63334972,227159911.63334972
232,0.25,1.75,1.0,118108800.0,118732788.66945897,236841588.669459
233,0.25,1.75,1.25,127951200.0,118624482.01954402,246575682.019544
234,0.25,1.75,1.5,137793600.0,118564123.87423676,256357723.87423676
235,0.25,1.75,1.75,147636000.0,118557559.37311529,266193559.3731153
236,0.25,1.75,2.0,157478400.0,118557559.37311529,276035959.3731153
237,0.25,1.75,2.25,167320800.0,118557559.37311529,285878359.3731153
238,0.25,1.75,2.5,177163200.0,118557559.37311529,295720759.3731153
239,0.25,1.75,2.75,187005600.0,118557559.37311529,305563159.3731153
240,0.25,2.0,0.0,88581600.0,121422889.30715823,210004489.30715823
241,0.25,2.0,0.25,98424000.0,119646814.89365238,218070814.89365238
242,0.25,2.0,0.5,108266400.0,119086311.59370774,227352711.59370774
243,0.25,2.0,0.75,118108800.0,118893511.63334972,237002311.63334972
244,0.25,2.0,1.0,127951200.0,118732788.66945897,246683988.669459
245,0.25,2.0,1.25,137793600.0,118624482.01954402,256418082.019544
246,0.25,2.0,1.5,147636000.0,118564123.87423676,266200123.87423676
247,0.25,2.0,1.75,157478400.0,118557559.37311529,276035959.3731153
248,0.25,2.0,2.0,167320800.0,118557559.37311529,285878359.3731153
249,0.25,2.0,2.25,177163200.0,118557559.37311529,295720759.3731153
250,0.25,2.0,2.5,187005600.0,118557559.37311529,305563159.3731153
251,0.25,2.0,2.75,196848000.0,118557559.37311529,315405559.3731153
252,0.25,2.25,0.0,98424000.0,121422889.30715823,219846889.30715823
253,0.25,2.25,0.25,108266400.0,119646814.89365238,227913214.89365238
254,0.25,2.25,0.5,118108800.0,119086311.59370774,237195111.59370774
255,0.25,2.25,0.75,127951200.0,118893511.63334972,246844711.63334972
256,0.25,2.25,1.0,137793600.0,118732788.66945897,256526388.669459
257,0.25,2.25,1.25,147636000.0,118624482.01954402,266260482.019544
258,0.25,2.25,1.5,157478400.0,118564123.87423676,276042523.87423676
259,0.25,2.25,1.75,167320800.0,118557559.37311529,285878359.3731153
260,0.25,2.25,2.0,177163200.0,118557559.37311529,295720759.3731153
261,0.25,2.25,2.25,187005600.0,118557559.37311529,305563159.3731153
262,0.25,2.25,2.5,196848000.0,118557559.37311529,315405559.3731153
263,0.25,2.25,2.75,206690400.0,118557559.37311529,325247959.3731153
264,0.25,2.5,0.0,108266400.0,121422889.30715823,229689289.30715823
265,0.25,2.5,0.25,118108800.0,119646814.89365238,237755614.89365238
266,0.25,2.5,0.5,127951200.0,119086311.59370774,247037511.59370774
267,0.25,2.5,0.75,137793600.0,118893511.63334972,256687111.63334972
268,0.25,2.5,1.0,147636000.0,118732788.66945897,266368788.669459
269,0.25,2.5,1.25,157478400.0,118624482.01954402,276102882.019544
270,0.25,2.5,1.5,167320800.0,118564123.87423676,285884923.87423676
271,0.25,2.5,1.75,177163200.0,118557559.37311529,295720759.3731153
272,0.25,2.5,2.0,187005600.0,118557559.37311529,305563159.3731153
273,0.25,2.5,2.25,196848000.0,118557559.37311529,315405559.3731153
274,0.25,2.5,2.5,206690400.0,118557559.37311529,325247959.3731153
275,0.25,2.5,2.75,216532800.0,118557559.37311529,335090359.3731153
276,0.25,2.75,0.0,118108800.0,121422889.30715823,239531689.30715823
277,0.25,2.75,0.25,127951200.0,119646814.89365238,247598014.89365238
278,0.25,2.75,0.5,137793600.0,119086311.59370774,256879911.59370774
279,0.25,2.75,0.75,147636000.0,118893511.63334972,266529511.63334972
280,0.25,2.75,1.0,157478400.0,118732788.66945897,276211188.669459
281,0.25,2.75,1.25,167320800.0,118624482.01954402,285945282.019544
282,0.25,2.75,1.5,177163200.0,118564123.87423676,295727323.87423676
283,0.25,2.75,1.75,187005600.0,118557559.37311529,305563159.3731153
284,0.25,2.75,2.0,196848000.0,118557559.37311529,315405559.3731153
285,0.25,2.75,2.25,206690400.0,118557559.37311529,325247959.3731153
286,0.25,2.75,2.5,216532800.0,118557559.37311529,335090359.3731153
287,0.25,2.75,2.75,226375200.0,118557559.37311529,344932759.3731153
288,0.5,0.0,0.0,19684800.0,122211495.60525991,141896295.6052599
289,0.5,0.0,0.25,29527200.0,120967542.36237967,150494742.36237967
290,0.5,0.0,0.5,39369600.0,120440584.23443311,159810184.2344331
291,0.5,0.0,0.75,49212000.0,120256180.59372431,169468180.5937243
292,0.5,0.0,1.0,59054400.0,120103543.70590095,179157943.70590097
293,0.5,0.0,1.25,68896800.0,120002293.31724012,188899093.31724012
294,0.5,0.0,1.5,78739200.0,119946601.59271738,198685801.59271738
295,0.5,0.0,1.75,88581600.0,119940583.33280721,208522183.3328072
296,0.5,0.0,2.0,98424000.0,119940583.33280721,218364583.3328072
297,0.5,0.0,2.25,108266400.0,119940583.33280721,228206983.3328072
298,0.5,0.0,2.5,118108800.0,119940583.33280721,238049383.3328072
299,0.5,0.0,2.75,127951200.0,119940583.33280721,247891783.3328072
300,0.5,0.25,0.0,29527200.0,121604255.74614587,151131455.74614587
301,0.5,0.25,0.25,39369600.0,119847630.74980521,159217230.7498052
302,0.5,0.25,0.5,49212000.0,119314964.07658648,168526964.07658648
303,0.5,0.25,0.75,59054400.0,119130346.47623146,178184746.47623146
304,0.5,0.25,1.0,68896800.0,118977709.5884081,187874509.5884081
305,0.5,0.25,1.25,78739200.0,118876459.19974726,197615659.19974726
306,0.5,0.25,1.5,88581600.0,118820767.47522451,207402367.4752245
307,0.5,0.25,1.75,98424000.0,118814749.21531436,217238749.21531436
308,0.5,0.25,2.0,108266400.0,118814749.21531436,227081149.21531436
309,0.5,0.25,2.25,118108800.0,118814749.21531436,236923549.21531436
310,0.5,0.25,2.5,127951200.0,118814749.21531436,246765949.21531436
311,0.5,0.25,2.75,137793600.0,118814749.21531436,256608349.21531436
312,0.5,0.5,0.0,39369600.0,121436038.52390173,160805638.52390173
313,0.5,0.5,0.25,49212000.0,119632224.4286604,168844224.4286604
314,0.5,0.5,0.5,59054400.0,119016803.53491555,178071203.53491557
315,0.5,0.5,0.75,68896800.0,118816185.13645682,187712985.13645682
316,0.5,0.5,1.0,78739200.0,118663394.710359,197402594.710359
317,0.5,0.5,1.25,88581600.0,118562144.32169819,207143744.3216982
318,0.5,0.5,1.5,98424000.0,118506452.59717542,216930452.59717542
319,0.5,0.5,1.75,108266400.0,118500434.33726528,226766834.33726528
320,0.5,0.5,2.0,118108800.0,118500434.33726528,236609234.33726528
321,0.5,0.5,2.25,127951200.0,118500434.33726528,246451634.33726528
322,0.5,0.5,2.5,137793600.0,118500434.33726528,256294034.33726528
323,0.5,0.5,2.75,147636000.0,118500434.33726528,266136434.33726528
324,0.5,0.75,0.0,49212000.0,121328911.93004481,170540911.93004483
325,0.5,0.75,0.25,59054400.0,119517106.18885018,178571506.18885016
326,0.5,0.75,0.5,68896800.0,118858985.84263961,187755785.84263963
327,0.5,0.75,0.75,78739200.0,118628000.05722594,197367200.05722594
328,0.5,0.75,1.0,88581600.0,118471851.89315638,207053451.89315638
329,0.5,0.75,1.25,98424000.0,118370601.50449553,216794601.50449553
330,0.5,0.75,1.5,108266400.0,118314909.77997279,226581309.7799728
331,0.5,0.75,1.75,118108800.0,118308891.52006263,236417691.52006263
332,0.5,0.75,2.0,127951200.0,118308891.52006263,246260091.52006263
333,0.5,0.75,2.25,137793600.0,118308891.52006263,256102491.52006263
334,0.5,0.75,2.5,147636000.0,118308891.52006263,265944891.52006263
335,0.5,0.75,2.75,157478400.0,118308891.52006263,275787291.5200626
336,0.5,1.0,0.0,59054400.0,121314673.87644544,180369073.87644544
337,0.5,1.0,0.25,68896800.0,119502811.36391315,188399611.36391315
338,0.5,1.0,0.5,78739200.0,118841117.65983123,197580317.65983123
339,0.5,1.0,0.75,88581600.0,118605993.17531228,207187593.17531228
340,0.5,1.0,1.0,98424000.0,118448489.21043062,216872489.21043062
341,0.5,1.0,1.25,108266400.0,118347238.8217698,226613638.8217698
342,0.5,1.0,1.5,118108800.0,118291547.09724703,236400347.09724703
343,0.5,1.0,1.75,127951200.0,118285528.8373369,246236728.8373369
344,0.5,1.0,2.0,137793600.0,118285528.8373369,256079128.8373369
345,0.5,1.0,2.25,147636000.0,118285528.8373369,265921528.8373369
346,0.5,1.0,2.5,157478400.0,118285528.8373369,275763928.8373369
347,0.5,1.0,2.75,167320800.0,118285528.8373369,285606328.8373369
348,0.5,1.25,0.0,68896800.0,121279077.17739514,190175877.17739514
349,0.5,1.25,0.25,78739200.0,119467214.66486284,198206414.66486284
350,0.5,1.25,0.5,88581600.0,118805520.96078092,207387120.96078092
351,0.5,1.25,0.75,98424000.0,118570396.47626199,216994396.47626197
352,0.5,1.25,1.0,108266400.0,118409624.56006005,226676024.56006005
353,0.5,1.25,1.25,118108800.0,118305197.81732571,236413997.8173257
354,0.5,1.25,1.5,127951200.0,118247475.23670933,246198675.23670933
355,0.5,1.25,1.75,137793600.0,118241223.09637365,256034823.09637365
356,0.5,1.25,2.0,147636000.0,118241223.09637365,265877223.09637365
357,0.5,1.25,2.25,157478400.0,118241223.09637365,275719623.0963737
358,0.5,1.25,2.5,167320800.0,118241223.09637365,285562023.0963737
359,0.5,1.25,2.75,177163200.0,118241223.09637365,295404423.0963737
360,0.5,1.5,0.0,78739200.0,121249012.97654447,199988212.97654447
361,0.5,1.5,0.25,88581600.0,119437150.46401218,208018750.46401218
362,0.5,1.5,0.5,98424000.0,118775456.75993025,217199456.75993025
363,0.5,1.5,0.75,108266400.0,118540332.27541131,226806732.2754113
364,0.5,1.5,1.0,118108800.0,118376190.5128924,236484990.5128924
365,0.5,1.5,1.25,127951200.0,118268279.873959,246219479.873959
366,0.5,1.5,1.5,137793600.0,118208199.80834007,256001799.80834007
367,0.5,1.5,1.75,147636000.0,118201668.7987297,265837668.79872972
368,0.5,1.5,2.0,157478400.0,118201668.7987297,275680068.7987297
369,0.5,1.5,2.25,167320800.0,118201668.7987297,285522468.7987297
370,0.5,1.5,2.5,177163200.0,118201668.7987297,295364868.7987297
371,0.5,1.5,2.75,187005600.0,118201668.7987297,305207268.7987297
372,0.5,1.75,0.0,88581600.0,121246062.53194141,209827662.5319414
373,0.5,1.75,0.25,98424000.0,119434200.01940915,217858200.01940915
374,0.5,1.75,0.5,108266400.0,118772506.31532721,227038906.31532723
375,0.5,1.75,0.75,118108800.0,118537381.83080827,236646181.83080828
376,0.5,1.75,1.0,127951200.0,118372871.52036622,246324071.52036622
377,0.5,1.75,1.25,137793600.0,118264564.87045129,256058164.87045127
378,0.5,1.75,1.5,147636000.0,118204206.72514403,265840206.72514403
379,0.5,1.75,1.75,157478400.0,118197642.22402255,275676042.22402257
380,0.5,1.75,2.0,167320800.0,118197642.22402255,285518442.22402257
381,0.5,1.75,2.25,177163200.0,118197642.22402255,295360842.22402257
382,0.5,1.75,2.5,187005600.0,118197642.22402255,305203242.22402257
383,0.5,1.75,2.75,196848000.0,118197642.22402255,315045642.22402257
384,0.5,2.0,0.0,98424000.0,121246062.53194141,219670062.5319414
385,0.5,2.0,0.25,108266400.0,119434200.01940915,227700600.01940915
386,0.5,2.0,0.5,118108800.0,118772506.31532721,236881306.31532723
387,0.5,2.0,0.75,127951200.0,118537381.83080827,246488581.83080828
