,water_level,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
76,3.838383838,94819127.92,9273182.26,70552254.83,35513470.28,53834095.67,134161.0257,189685397.7,68751952.03,43959563.97,7763238.086,132788595.7,172090630.6,196390607.8,6875768.812,52235530.05,25986376.69,33850042.78,141946369.1
77,3.888888889,101109926.5,9748679.494,72808761.47,37234959.72,55201024.16,136563.4953,193536495.8,72815033.78,47871970.19,8216611.148,135073114.2,176144001.4,201550085.4,7118999.221,54578819.15,26980922.55,34684885.71,145452006.8
78,3.939393939,107679543.4,10205056.61,75041899.61,38956449.17,56569492.69,138987.8307,197391339.8,76893603.67,51604826.35,8742931.823,137326289.9,180228694,206714441,7413494.203,56856387.26,28004869.98,35531801.24,148959245.7
79,3.98989899,114595066.2,10674879.89,77342764.01,40677938.62,57957911.92,188690.9146,201244772.6,80991005.88,55118912.14,9408187.468,139581632.7,184427762.7,211882420.4,7779209.209,59621371.48,29085540.03,36378871.15,152869933.7
80,4.04040404,121528304.8,11226663.63,79659001.16,42399428.07,59298603.51,238393.9985,205098205.4,85093624.12,57903277.42,10117229.94,141841283.1,188626831.4,217097258.7,8151289.318,62485817.16,30187184.29,37370420.7,157643560.4
81,4.090909091,127902646.5,11779070.85,82017591.75,44120917.52,60701427.94,473287.3778,208951638.2,89189040.54,60630864.87,10866734.15,144100933.5,192127027.2,222312168.2,8523369.428,65493045.04,31362635.27,38452555,162405848.4
82,4.141414141,134294379.4,12249455.67,84450174.42,45919734.97,62153818.48,1039621.669,212869741.2,92881473.03,63588176.75,11604037.04,146360583.8,194907253.3,227545813.3,8895449.538,68741476.61,32545703.35,39533216.81,167162811.9
83,4.191919192,140724478.7,12706881.4,86864282.55,47767138.68,63606295.93,1605955.96,216806548.4,96269233.3,66595753.09,12446679.13,148672123.8,197687479.3,232739506.7,9177889.266,72144080.3,33737189.44,40605094.99,171923804.2
84,4.242424242,146967534.4,13188738.71,89283893.7,49614542.39,65112173.25,2172290.252,220747597.4,99679599.38,69593333.87,13352269.42,151017892.2,200449981.4,237930998,9417237.093,76126728.87,34947399.19,41674341.32,176696958.8
85,4.292929293,152910314.7,13664046.38,91573057.56,51496853.93,66571846.93,2711636.559,224687871.6,103099018.8,72543249.65,14260029.43,153463941.5,203162434.2,243094014.6,9642527.606,80414628.42,36188082.11,42754244.77,181381486.8
86,4.343434343,159103101.4,14060405.11,93869691.06,53467193.13,67988395.74,3250016.261,228628409.3,106511160.8,75331556.32,15168556.5,155913738.9,205880900.8,249457975.7,9878701.724,84719488.25,37464513.18,43857693.04,185544723.5
87,4.393939394,165865420.5,14444038.4,96197314.4,55446049.34,69371553.86,3688490.665,232570919,109924592.8,78085967.84,16077013.29,158369231.3,209014538.6,259049471.9,10114875.84,88938522.38,38761312.8,44993890.38,189736181.9
88,4.444444444,172949695.6,14849707.61,98376878.12,57424905.54,70758949.19,3916969.049,236505215.6,113330576.3,80693007,16982264.7,161172688.9,212684941.5,268643393.8,10351049.96,93189450.14,40058394.93,46185093.62,193948520.7
89,4.494949495,180028751.8,15249186.88,100547153.2,59403761.74,72197148.47,4145447.432,240437730.6,116640491,83278242.65,17846093.68,165506809.4,216426605.6,278231735.1,10587224.08,97473606.65,41355477.05,47427145.8,198107069.7
90,4.545454545,187156196.4,15605745.79,102729758.8,61382617.95,73635249.41,4574077.222,246344689.6,119932298.7,86199383.87,18707969.02,169898807.8,220171236.8,287825561.2,10823398.2,101461714.1,42660593.88,48704058.31,202259466.2
91,4.595959596,194866174.9,15964781.78,104943884.5,63351032.65,75068248.61,5217044.049,253680204,123252739.8,89140463.03,19573339.87,174417191.5,223984630.4,297396509.4,11020127.48,105177409.4,44000975.07,49991827.01,206065645.9
92,4.646464646,203174595.2,16327188.22,107170939.8,65271852.28,76504248.47,5859397.483,261043261.9,126610207.5,92070378.23,20457227.71,178932673,227878522.1,306964842.4,11184485.06,109401350.5,45342883.42,51166990.92,209426392.8
93,4.696969697,211273723.4,16693496.46,109412023.5,67189576.08,77954866.67,6657341.8,268407672.3,129978688,95077949.69,21669585.87,183448154.4,231452081.2,316537026.5,11348842.63,113792695.9,46671207.84,52256996.38,212801813
94,4.747474747,219158352,17048916.17,111690699.6,69175803.82,79395668.56,7488744.216,275776611,133339507.7,98361905.34,24073526.19,187821710.8,234530183.5,326138255.7,11513200.21,118224299.4,47999532.27,53310111.2,216190100.3
95,4.797979798,227101484.7,17403589.18,113986733.7,71219441.88,80838960.94,8320146.633,283148111.1,137595824,101766550.6,26444735.44,191422311.9,237568100.8,335741551.9,12102203.95,122657025,49327856.69,54335011.84,219596323.4
96,4.848484848,235104580.9,17775747.53,116294095.8,73263079.94,82332685.6,8998487.391,289592237.2,141988364.4,104996056.6,28880290.18,195041884.5,240595592.1,345349388.9,13208047.75,127460469.8,50658764.56,55336415.86,223005771.3
97,4.898989899,242908700.3,18153149.77,118887055.5,75362479.43,83836824.78,9501469.9,295266195.4,146557578,108217750.5,31625496.45,198571040.3,244068352.3,354967021.9,14307998.08,132516189.9,51993361.77,56327261.23,226559190.3
98,4.949494949,250359593.4,18530354.08,121680092.2,77520109.22,85362698.02,11032245.29,300943147.2,151793432.2,111516984.3,34518588.89,202100163,248220782.3,362731534,15418414.63,137433317.2,53324877.18,57403517.29,230378991.7
99,5,257930414.4,18908181.19,124557428.5,79676110.4,86886354.74,12426801.96,306624741.8,157370810.6,114841555.1,37463697.73,205629285.8,252378355,363452022.1,16528831.18,142393253.6,54658690.57,58567757.13,234238547.7
