,0,1,2,3,4
70,1.7721518987341771,69768911.39240506,113318564.54879335,183087475.9411984,0.0
71,1.7974683544303798,70765610.12658228,113318564.54879335,184084174.67537564,0.0
72,1.8227848101265822,71762308.8607595,113318564.54879335,185080873.40955284,0.0
73,1.8481012658227849,72759007.59493671,113318564.54879335,186077572.14373004,0.0
74,1.8734177215189873,73755706.32911392,113318564.54879335,187074270.87790728,0.0
75,1.8987341772151898,74752405.06329113,113318564.54879335,188070969.61208448,0.0
76,1.9240506329113924,75749103.79746836,113318564.54879335,189067668.3462617,0.0
77,1.9493670886075949,76745802.53164557,113318564.54879335,190064367.0804389,0.0
78,1.9746835443037973,77742501.26582278,113318564.54879335,191061065.81461614,0.0
79,2.0,78739200.0,113318564.54879335,192057764.54879335,0.0
