,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,553370146.116709,553370146.116709,37824.93309345248,1896732.4231603404,17735.317501190853,1600307.6641245438,155715.01292411765,7565048.039514631
1,0.030303030303030304,21623454.545454547,497470996.40912056,519094450.9545751,22723.724272224877,1180393.0987619208,9394.36030511988,943071.3529180405,88599.96476675358,4658303.424544962
2,0.06060606060606061,43246909.09090909,486561861.9193771,529808771.0102862,22573.96466167023,1155377.6020222038,8877.19819466478,877865.6835165164,76189.9483524925,4434439.762309818
3,0.09090909090909091,64870363.63636364,468269704.8896385,533140068.5260021,22573.96466167023,1132212.438530812,8877.19819466478,817580.2834921159,59443.25559089766,4145181.6406320953
4,0.12121212121212122,86493818.18181819,451364612.33737946,537858430.5191977,22573.96466167023,1111073.2137955357,8877.19819466478,762760.6286837572,44092.76607807506,3839927.4484214624
5,0.15151515151515152,108117272.72727272,438247701.4754151,546364974.2026879,22573.96466167023,1091856.29297303,8877.19819466478,712809.6379765464,33550.32134109653,3556225.542570372
6,0.18181818181818182,129740727.27272728,427366174.40848494,557106901.6812122,22573.96466167023,1074425.4252623317,8877.19819466478,667255.8342026882,27094.592995328505,3291614.0920566553
7,0.21212121212121213,151364181.81818184,417950342.86078775,569314524.6789696,22573.96466167023,1059013.1702545653,8877.19819466478,626167.9660296873,23740.271491414154,3044003.6566205397
8,0.24242424242424243,172987636.36363637,410222732.99117893,583210369.3548152,22573.96466167023,1045618.2964719308,8877.19819466478,589732.4050559493,22573.96466167023,2813220.4893379915
9,0.2727272727272727,194611090.90909088,404220835.1067896,598831926.0158805,22573.96466167023,1033925.0611861201,7921.144732994799,548256.4089356334,22573.96466167023,2598081.3373995675
10,0.30303030303030304,216234545.45454544,398122060.7657934,614356606.2203388,22573.96466167023,1023383.3951900488,5066.216569126102,488506.12623108854,22573.96466167023,2398545.3079416193
11,0.33333333333333337,237858000.00000003,393133934.8017242,630991934.8017242,22573.96466167023,1014042.5857558234,2941.038978663098,434420.76785252104,22573.96466167023,2214417.6213322463
12,0.36363636363636365,259481454.54545456,388709913.1360558,648191367.6815104,22573.96466167023,1005553.8669298344,1594.0404076939103,384934.3115970325,22573.96466167023,2045916.0207330491
13,0.3939393939393939,281104909.090909,380785580.05637884,661890489.1472878,22573.96466167023,997953.8060661478,608.6169974555633,339554.52933340037,22573.96466167023,1894065.8120970253
14,0.42424242424242425,302728363.6363637,364915220.48894316,667643584.1253068,22573.96466167023,991313.6988533277,48.595836149078856,298046.4906172856,22573.96466167023,1758530.9041813097
