,0,1,2,3,4,5,6
0,0.8,1.8184602709270337,1.8184602709270337,1.8184602709270337,1.8184602709270337,1.8184602709270337,1.8184602709270337
1,0.8025,1.7989686365382769,1.7989686365382769,1.7989686365382769,1.7989686365382769,1.7989686365382769,1.7989686365382769
2,0.805,1.7794923722389397,1.7794923722389397,1.7794923722389397,1.7794923722389397,1.7794923722389397,1.7794923722389397
3,0.8075,1.7600336904491598,1.7600336904491598,1.7600336904491598,1.7600336904491598,1.7600336904491598,1.7600336904491598
4,0.81,1.7405949692934417,1.7405949692934417,1.7405949692934417,1.7405949692934417,1.7405949692934417,1.7405949692934417
5,0.8125,1.7211787668723657,1.7211787668723657,1.7211787668723657,1.7211787668723657,1.7211787668723657,1.7211787668723657
6,0.8150000000000001,1.7017878370667106,1.7017878370667106,1.7017878370667106,1.7017878370667106,1.7017878370667106,1.7017878370667106
7,0.8175,1.6824251470875982,1.6824251470875982,1.6824251470875982,1.6824251470875982,1.6824251470875982,1.6824251470875982
8,0.8200000000000001,1.663093897026456,1.663093897026456,1.663093897026456,1.663093897026456,1.663093897026456,1.663093897026456
9,0.8225,1.6437975417077482,1.6437975417077482,1.6437975417077482,1.6437975417077482,1.6437975417077482,1.6437975417077482
10,0.8250000000000001,1.6245398152102917,1.6245398152102917,1.6245398152102917,1.6245398152102917,1.6245398152102917,1.6245398152102917
11,0.8275,1.6053247585020993,1.6053247585020993,1.6053247585020993,1.6053247585020993,1.6053247585020993,1.6053247585020993
12,0.8300000000000001,1.586156750736796,1.586156750736796,1.586156750736796,1.586156750736796,1.586156750736796,1.586156750736796
13,0.8325,1.56704054489357,1.56704054489357,1.56704054489357,1.56704054489357,1.56704054489357,1.56704054489357
14,0.8350000000000001,1.547981308621426,1.547981308621426,1.547981308621426,1.547981308621426,1.547981308621426,1.547981308621426
15,0.8375,1.5289846713889583,1.5289846713889583,1.5289846713889583,1.5289846713889583,1.5289846713889583,1.5289846713889583
16,0.8400000000000001,1.51005677937238,1.51005677937238,1.51005677937238,1.51005677937238,1.51005677937238,1.51005677937238
17,0.8425,1.491204359978405,1.491204359978405,1.491204359978405,1.491204359978405,1.491204359978405,1.491204359978405
18,0.8450000000000001,1.4724347985646522,1.4724347985646522,1.4724347985646522,1.4724347985646522,1.4724347985646522,1.4724347985646522
19,0.8475,1.4537562308980523,1.4537562308980523,1.4537562308980523,1.4537562308980523,1.4537562308980523,1.4537562308980523
20,0.8500000000000001,1.4351776563705132,1.4351776563705132,1.4351776563705132,1.4351776563705132,1.4351776563705132,1.4351776563705132
21,0.8525,1.416709079297328,1.416709079297328,1.416709079297328,1.416709079297328,1.416709079297328,1.416709079297328
22,0.8550000000000001,1.3983616893582143,1.3983616893582143,1.3983616893582143,1.3983616893582143,1.3983616893582143,1.3983616893582143
23,0.8575,1.3801480985519399,1.3801480985519399,1.3801480985519399,1.3801480985519399,1.3801480985519399,1.3801480985519399
24,0.8600000000000001,1.3620826632682745,1.3620826632682745,1.3620826632682745,1.3620826632682745,1.3620826632682745,1.3620826632682745
25,0.8625,1.3441819413667115,1.3441819413667115,1.3441819413667115,1.3441819413667115,1.3441819413667115,1.3441819413667115
26,0.8650000000000001,1.3264653777942363,1.3264653777942363,1.3264653777942363,1.3264653777942363,1.3264653777942363,1.3264653777942363
27,0.8675,1.3089564113855034,1.3089564113855034,1.3089564113855034,1.3089564113855034,1.3089564113855034,1.3089564113855034
28,0.8700000000000001,1.291684454343247,1.291684454343247,1.291684454343247,1.291684454343247,1.291684454343247,1.291684454343247
29,0.8725,1.274689027778313,1.274689027778313,1.274689027778313,1.274689027778313,1.274689027778313,1.274689027778313
30,0.875,1.2580311744578287,1.2580311744578287,1.2580311744578287,1.2580311744578287,1.2580311744578287,1.2580311744578287
31,0.8775000000000001,1.2418573863222324,1.2418573863222324,1.2418573863222324,1.2418573863222324,1.2418573863222324,1.2418573863222324
32,0.8800000000000001,1.2259712641393732,1.2259712641393732,1.2259712641393732,1.2259712641393732,1.2259712641393732,1.2259712641393732
33,0.8825000000000001,1.210131017657815,1.210131017657815,1.210131017657815,1.210131017657815,1.210131017657815,1.210131017657815
34,0.885,1.1943418007632176,1.1943418007632176,1.1943418007632176,1.1943418007632176,1.1943418007632176,1.1943418007632176
