,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10.1010101010101,1230971305.8159986,178061020.63861504,485300197.77607,387638983.5430403,348056635.892214,198892309.40581617,899451754.2304871,731726883.0277689,578905357.2540865,450495445.3576911,654720025.2069545,571846409.6220133,535238229.198459,114954240.74368402,867609752.5908837,240899179.88214377,295643027.0565522,582059516.8864366
2,20.2020202020202,2589439035.659642,407672672.28321034,1438587292.581205,1000756650.7870315,764929987.7335843,528308354.2547312,1842471933.760288,2340953905.5023894,1218101921.5951045,1840829960.1527865,1370749489.3231618,1562943010.1257067,986521773.4367636,544263114.8729885,1604560506.438898,481219224.7597215,502569016.42709905,1058454420.3969494
3,30.3030303030303,3464901969.056941,455183263.3438216,2032934663.7035618,1526126366.7623177,1077295501.9637764,661805878.818411,2445008862.3559923,3515412958.4758286,1521980664.2199354,2394369863.9970045,1961233846.3780582,2154148644.882414,1172593459.7075872,586628166.4867263,2165969536.0905013,704209900.0115522,569807794.1478187,1522421219.0791667
4,40.4040404040404,4340210592.043829,502693854.40443295,2626883211.60657,2051496082.7376032,1389661016.1939695,795303403.3820919,3044798441.6932306,4689852441.233541,1825859406.844765,2946652390.6517596,2526489621.710334,2745277078.8832965,1358665145.9784095,628986878.235851,2727357812.8300166,927200575.263383,637046571.868538,1986388017.761383
5,50.505050505050505,5215519215.030718,550204445.4650443,3220831759.5095763,2576865798.712889,1702026530.4241629,928800927.9457725,3644588021.0304694,5864291923.991242,2129738149.4695969,3498934917.3065143,3091745397.0426083,3336405512.8841777,1544736832.2492325,671345589.9849753,3288746089.5695314,1150191250.5152144,704285349.5892577,2450354816.443599
6,60.6060606060606,6090827838.017602,597715036.5256556,3814780307.412578,3102235514.6881733,2014392044.6543543,1062298452.5094526,4244377600.367709,7038731406.748945,2433616892.0944257,4051217443.961269,3657001172.374882,3927533946.8850574,1730808518.5200567,713704301.7340995,3850134366.309045,1373181925.767045,771524127.3099772,2914321615.1258154
7,70.7070707070707,6966136461.004483,645225627.5862674,4408728855.315583,3627605230.6634607,2326757558.8845463,1195795977.073134,4844167179.704945,8213170889.50666,2737495634.719258,4603499970.616024,4222256947.707156,4518662380.885939,1916880204.7908795,756063013.4832239,4411522643.048561,1596172601.0188763,838762905.0306966,3378288413.8080335
8,80.8080808080808,7841445083.991377,692736218.6468785,5002677403.218588,4152974946.638746,2639123073.1147394,1329293501.6368148,5443956759.042188,9387610372.264366,3041374377.3440876,5155782497.270777,4787512723.039432,5109790814.886823,2102951891.0617034,798421725.2323483,4972910919.788076,1819163276.2707067,906001682.7514162,3842255212.4902496
9,90.9090909090909,8716753706.97826,740246809.7074893,5596625951.121596,4678344662.614035,2951488587.3449326,1462791026.2004952,6043746338.379424,10562049855.022076,3345253119.9689226,5708065023.925533,5352768498.371706,5700919248.887703,2289023577.3325276,840780436.9814734,5534299196.527594,2042153951.5225382,973240460.4721358,4306222011.172465
10,101.01010101010101,9592062329.965145,787757400.7681004,6190574499.024598,5203714378.58932,3263854101.575124,1596288550.7641757,6643535917.716662,11736489337.779776,3649131862.593754,6260347550.580288,5918024273.703977,6292047682.888586,2475095263.603351,883139148.7305975,6095687473.26711,2265144626.774369,1040479238.1928557,4770188809.854684
11,111.1111111111111,10467370952.952028,835267991.8287115,6784523046.927601,5729084094.564605,3576219615.8053164,1729786075.3278558,7243325497.053899,12910928820.537472,3953010605.218583,6812630077.235041,6483280049.036254,6883176116.88947,2661166949.8741746,925497860.4797221,6657075750.00662,2488135302.0262003,1107718015.913575,5234155608.536898
12,121.2121212121212,11342679575.938902,882778582.8893226,7378471594.830607,6254453810.539888,3888585130.0355086,1863283599.8915365,7843115076.391139,14085368303.295187,4256889347.843415,7364912603.889791,7048535824.368523,7474304550.890349,2847238636.1449986,967856572.2288468,7218464026.7461405,2711125977.27803,1174956793.6342943,5698122407.219113
13,131.3131313131313,12217988198.925798,930289173.949934,7972420142.733612,6779823526.515175,4200950644.2657027,1996781124.4552178,8442904655.728376,15259807786.0529,4560768090.468247,7917195130.544552,7613791599.700805,8065432984.89123,3033310322.4158216,1010215283.977971,7779852303.485649,2934116652.5298624,1242195571.3550143,6162089205.901327
14,141.4141414141414,13093296821.912695,977799765.0105454,8566368690.636618,7305193242.490462,4513316158.495896,2130278649.0188985,9042694235.065613,16434247268.810608,4864646833.0930805,8469477657.199301,8179047375.033072,8656561418.892113,3219382008.6866446,1052573995.7270961,8341240580.225171,3157107327.781692,1309434349.075734,6626056004.583548
15,151.5151515151515,13968605444.89957,1025310356.0711564,9160317238.539627,7830562958.465747,4825681672.726085,2263776173.582578,9642483814.40285,17608686751.568306,5168525575.717907,9021760183.854057,8744303150.365349,9247689852.892998,3405453694.957468,1094932707.4762206,8902628856.964687,3380098003.033523,1376673126.7964532,7090022803.265765
16,161.6161616161616,14843914067.886467,1072820947.1317677,9754265786.442627,8355932674.441033,5138047186.956281,2397273698.146257,10242273393.74009,18783126234.32602,5472404318.342741,9574042710.50881,9309558925.69763,9838818286.893877,3591525381.228291,1137291419.225345,9464017133.704205,3603088678.2853537,1443911904.5171728,7553989601.947981
17,171.7171717171717,15719222690.87335,1120331538.192379,10348214334.345627,8881302390.41632,5450412701.18647,2530771222.7099376,10842062973.077328,19957565717.08372,5776283060.967571,10126325237.163559,9874814701.029903,10429946720.894754,3777597067.4991126,1179650130.9744694,10025405410.443724,3826079353.537185,1511150682.2378922,8017956400.6302
18,181.8181818181818,16594531313.860237,1167842129.2529902,10942162882.248638,9406672106.39161,5762778215.416664,2664268747.273618,11441852552.414574,21132005199.841423,6080161803.592407,10678607763.818317,10440070476.362183,11021075154.895643,3963668753.769938,1222008842.723595,10586793687.18323,4049070028.789016,1578389459.9586124,8481923199.312415
19,191.91919191919192,17469839936.84711,1215352720.3136015,11536111430.151648,9932041822.366894,6075143729.646857,2797766271.8372984,12041642131.751808,22306444682.599144,6384040546.217233,11230890290.473074,11005326251.694462,11612203588.896526,4149740440.040758,1264367554.4727192,11148181963.922749,4272060704.0408463,1645628237.6793313,8945889997.994629
20,202.02020202020202,18345148559.834015,1262863311.3742125,12130059978.054646,10457411538.342178,6387509243.877048,2931263796.4009776,12641431711.089046,23480884165.356846,6687919288.842068,11783172817.127829,11570582027.02673,12203332022.8974,4335812126.311581,1306726266.2218437,11709570240.66226,4495051379.292678,1712867015.4000506,9409856796.67685
21,212.1212121212121,19220457182.820904,1310373902.4348233,12724008525.957657,10982781254.317463,6699874758.10724,3064761320.9646587,13241221290.426283,24655323648.114555,6991798031.466898,12335455343.782581,12135837802.359003,12794460456.89829,4521883812.582406,1349084977.9709685,12270958517.40178,4718042054.544509,1780105793.1207697,9873823595.359064
22,222.2222222222222,20095765805.807774,1357884493.4954348,13317957073.860662,11508150970.29275,7012240272.337431,3198258845.5283384,13841010869.763525,25829763130.87227,7295676774.091729,12887737870.437328,12701093577.691269,13385588890.89917,4707955498.853229,1391443689.7200928,12832346794.141294,4941032729.79634,1847344570.841489,10337790394.041279
23,232.3232323232323,20971074428.794666,1405395084.5560455,13911905621.763668,12033520686.268032,7324605786.567623,3331756370.09202,14440800449.10077,27004202613.629963,7599555516.716562,13440020397.092087,13266349353.023554,13976717324.900055,4894027185.12405,1433802401.4692168,13393735070.880812,5164023405.04817,1914583348.5622087,10801757192.7235
24,242.4242424242424,21846383051.78157,1452905675.6166573,14505854169.666676,12558890402.243319,7636971300.797813,3465253894.6556997,15040590028.437998,28178642096.3877,7903434259.34139,13992302923.746841,13831605128.35582,14567845758.900934,5080098871.394874,1476161113.2183423,13955123347.620323,5387014080.300003,1981822126.2829282,11265723991.405714
25,252.5252525252525,22721691674.768456,1500416266.6772676,15099802717.569672,13084260118.218605,7949336815.028009,3598751419.219382,15640379607.775236,29353081579.145416,8207313001.966219,14544585450.401608,14396860903.6881,15158974192.90182,5266170557.665699,1518519824.967467,14516511624.359842,5610004755.551833,2049060904.0036483,11729690790.087933
26,262.6262626262626,23597000297.755352,1547926857.737879,15693751265.47268,13609629834.193893,8261702329.258202,3732248943.7830606,16240169187.112474,30527521061.90311,8511191744.591051,15096867977.056356,14962116679.02037,15750102626.902695,5452242243.936519,1560878536.7165914,15077899901.09936,5832995430.80366,2116299681.724367,12193657588.770144
27,272.7272727272727,24472308920.742218,1595437448.7984905,16287699813.37568,14134999550.16918,8574067843.488393,3865746468.3467407,16839958766.449715,31701960544.660824,8815070487.21588,15649150503.711105,15527372454.352646,16341231060.903585,5638313930.207342,1603237248.4657152,15639288177.83888,6055986106.055494,2183538459.4450865,12657624387.452364
28,282.8282828282828,25347617543.729088,1642948039.8591013,16881648361.27869,14660369266.144464,8886433357.718584,3999243992.9104214,17439748345.78694,32876400027.418495,9118949229.840712,16201433030.365858,16092628229.684927,16932359494.904463,5824385616.478168,1645595960.2148397,16200676454.578394,6278976781.307324,2250777237.165806,13121591186.134577
29,292.9292929292929,26222926166.715984,1690458630.9197125,17475596909.181698,15185738982.119751,9198798871.94878,4132741517.474103,18039537925.124187,34050839510.17622,9422827972.465546,16753715557.02061,16657884005.017195,17523487928.90535,6010457302.748992,1687954671.9639645,16762064731.3179,6501967456.559154,2318016014.886525,13585557984.8168
30,303.030303030303,27098234789.702866,1737969221.9803238,18069545457.084705,15711108698.095043,9511164386.178968,4266239042.037784,18639327504.46143,35225278992.93395,9726706715.090374,17305998083.67536,17223139780.34947,18114616362.90623,6196528989.019813,1730313383.713088,17323453008.057426,6724958131.8109865,2385254792.6072445,14049524783.49901
