Year,Warm,Cold
2020,0.0,4.0
2021,3.0,7.0
2022,2.0,8.0
2023,2.0,1.0
2024,2.0,7.0
2025,2.0,6.0
2026,2.0,2.0
2027,4.0,2.0
2028,2.0,8.0
2029,1.0,4.0
2030,0.0,6.0
2031,2.0,6.0
2032,0.0,5.0
2033,0.0,4.0
2034,0.0,6.0
2035,2.0,4.0
2036,1.0,2.0
2037,0.0,5.0
2038,2.0,10.0
2039,2.0,4.0
2040,1.0,3.0
2041,0.0,6.0
2042,3.0,6.0
2043,0.0,2.0
2044,2.0,3.0
2045,2.0,5.0
2046,2.0,3.0
2047,1.0,6.0
2048,2.0,6.0
2049,1.0,9.0
2050,2.0,7.0
2051,4.0,6.0
2052,0.0,5.0
2053,1.0,2.0
2054,1.0,6.0
2055,0.0,9.0
2056,3.0,3.0
2057,0.0,3.0
2058,0.0,3.0
2059,0.0,4.0
2060,2.0,4.0
2061,3.0,3.0
2062,1.0,7.0
2063,1.0,1.0
2064,1.0,3.0
2065,1.0,8.0
2066,2.0,5.0
2067,3.0,7.0
2068,0.0,1.0
2069,1.0,3.0
2070,1.0,6.0
2071,1.0,4.0
2072,1.0,3.0
2073,2.0,3.0
2074,1.0,6.0
2075,2.0,2.0
2076,1.0,3.0
2077,0.0,5.0
2078,1.0,5.0
2079,3.0,4.0
2080,1.0,4.0
2081,1.0,7.0
2082,1.0,8.0
2083,2.0,4.0
2084,1.0,3.0
2085,1.0,2.0
2086,1.0,1.0
2087,1.0,3.0
2088,1.0,2.0
2089,1.0,4.0
2090,1.0,2.0
2091,2.0,4.0
2092,2.0,7.0
2093,3.0,0.0
2094,6.0,3.0
2095,1.0,5.0
2096,4.0,2.0
2097,1.0,2.0
2098,1.0,6.0
2099,0.0,10.0
2100,1.0,2.0
