Year,Warm,Cold
2020,2.0,2.0
2021,2.0,6.0
2022,1.0,3.0
2023,3.0,2.0
2024,2.0,3.0
2025,2.0,2.0
2026,3.0,4.0
2027,3.0,6.0
2028,2.0,9.0
2029,1.0,3.0
2030,1.0,8.0
2031,4.0,4.0
2032,5.0,4.0
2033,1.0,11.0
2034,2.0,4.0
2035,1.0,7.0
2036,1.0,3.0
2037,1.0,4.0
2038,0.0,6.0
2039,0.0,10.0
2040,3.0,6.0
2041,2.0,4.0
2042,4.0,7.0
2043,0.0,5.0
2044,0.0,4.0
2045,1.0,1.0
2046,1.0,9.0
2047,2.0,6.0
2048,2.0,1.0
2049,4.0,7.0
2050,3.0,4.0
2051,3.0,4.0
2052,2.0,4.0
2053,1.0,8.0
2054,2.0,3.0
2055,0.0,4.0
2056,1.0,3.0
2057,0.0,9.0
2058,1.0,5.0
2059,0.0,3.0
2060,1.0,3.0
2061,2.0,4.0
2062,0.0,2.0
2063,0.0,4.0
2064,4.0,3.0
2065,2.0,3.0
2066,1.0,3.0
2067,1.0,2.0
2068,1.0,7.0
2069,0.0,4.0
2070,1.0,3.0
2071,2.0,10.0
2072,1.0,4.0
2073,2.0,7.0
2074,1.0,7.0
2075,2.0,6.0
2076,0.0,1.0
2077,1.0,2.0
2078,2.0,3.0
2079,1.0,4.0
2080,1.0,4.0
2081,2.0,11.0
2082,2.0,7.0
2083,2.0,2.0
2084,0.0,6.0
2085,1.0,3.0
2086,3.0,0.0
2087,1.0,2.0
2088,1.0,0.0
2089,0.0,2.0
2090,3.0,3.0
2091,1.0,5.0
2092,2.0,5.0
2093,3.0,7.0
2094,0.0,2.0
2095,0.0,2.0
2096,2.0,5.0
2097,3.0,5.0
2098,1.0,3.0
2099,1.0,2.0
2100,0.0,4.0
