Year,Warm,Cold
2020,0.0,2.0
2021,3.0,4.0
2022,2.0,6.0
2023,0.0,5.0
2024,1.0,6.0
2025,0.0,5.0
2026,4.0,2.0
2027,2.0,4.0
2028,0.0,4.0
2029,1.0,9.0
2030,2.0,4.0
2031,0.0,4.0
2032,3.0,1.0
2033,2.0,3.0
2034,3.0,3.0
2035,0.0,4.0
2036,3.0,2.0
2037,1.0,8.0
2038,1.0,3.0
2039,3.0,7.0
2040,0.0,8.0
2041,4.0,0.0
2042,2.0,4.0
2043,0.0,4.0
2044,5.0,3.0
2045,1.0,9.0
2046,0.0,5.0
2047,2.0,7.0
2048,2.0,3.0
2049,3.0,3.0
2050,0.0,6.0
2051,3.0,2.0
2052,1.0,3.0
2053,2.0,4.0
2054,2.0,2.0
2055,4.0,3.0
2056,2.0,3.0
2057,1.0,2.0
2058,5.0,0.0
2059,1.0,2.0
2060,2.0,5.0
2061,1.0,8.0
2062,2.0,1.0
2063,0.0,5.0
2064,2.0,3.0
2065,3.0,2.0
2066,0.0,4.0
2067,3.0,5.0
2068,0.0,3.0
2069,3.0,3.0
2070,2.0,4.0
2071,0.0,5.0
2072,2.0,5.0
2073,1.0,8.0
2074,1.0,4.0
2075,1.0,5.0
2076,3.0,3.0
2077,0.0,2.0
2078,1.0,5.0
2079,0.0,1.0
2080,0.0,5.0
2081,1.0,7.0
2082,1.0,6.0
2083,2.0,6.0
2084,0.0,11.0
2085,2.0,2.0
2086,1.0,4.0
2087,0.0,4.0
2088,3.0,6.0
2089,3.0,2.0
2090,0.0,4.0
2091,2.0,5.0
2092,1.0,3.0
2093,1.0,3.0
2094,0.0,8.0
2095,1.0,8.0
2096,5.0,5.0
2097,1.0,3.0
2098,1.0,6.0
2099,0.0,5.0
2100,3.0,4.0
