Year,Warm,Cold
2020,0.0,1.0
2021,1.0,3.0
2022,0.0,2.0
2023,1.0,6.0
2024,1.0,1.0
2025,2.0,4.0
2026,1.0,4.0
2027,2.0,4.0
2028,3.0,7.0
2029,1.0,5.0
2030,1.0,4.0
2031,0.0,1.0
2032,2.0,1.0
2033,1.0,5.0
2034,3.0,2.0
2035,2.0,4.0
2036,0.0,1.0
2037,4.0,6.0
2038,2.0,7.0
2039,0.0,4.0
2040,3.0,2.0
2041,1.0,2.0
2042,0.0,3.0
2043,1.0,4.0
2044,3.0,3.0
2045,0.0,4.0
2046,3.0,4.0
2047,1.0,3.0
2048,2.0,4.0
2049,2.0,7.0
2050,1.0,5.0
2051,2.0,7.0
2052,1.0,4.0
2053,1.0,3.0
2054,2.0,3.0
2055,0.0,6.0
2056,1.0,5.0
2057,3.0,3.0
2058,2.0,4.0
2059,2.0,4.0
2060,0.0,4.0
2061,2.0,5.0
2062,2.0,5.0
2063,1.0,2.0
2064,2.0,2.0
2065,4.0,4.0
2066,3.0,4.0
2067,2.0,7.0
2068,3.0,3.0
2069,3.0,3.0
2070,2.0,1.0
2071,4.0,5.0
2072,0.0,6.0
2073,3.0,4.0
2074,2.0,1.0
2075,1.0,3.0
2076,1.0,6.0
2077,2.0,4.0
2078,4.0,4.0
2079,0.0,1.0
2080,2.0,4.0
2081,1.0,10.0
2082,1.0,2.0
2083,0.0,5.0
2084,3.0,6.0
2085,0.0,2.0
2086,1.0,5.0
2087,2.0,5.0
2088,0.0,5.0
2089,3.0,6.0
2090,2.0,4.0
2091,3.0,1.0
2092,2.0,3.0
2093,2.0,6.0
2094,4.0,2.0
2095,2.0,8.0
2096,2.0,8.0
2097,2.0,4.0
2098,1.0,2.0
2099,1.0,1.0
2100,2.0,2.0
