Year,Warm,Cold
2020,1.0,4.0
2021,3.0,5.0
2022,0.0,2.0
2023,1.0,3.0
2024,1.0,3.0
2025,1.0,5.0
2026,4.0,5.0
2027,2.0,2.0
2028,1.0,0.0
2029,0.0,3.0
2030,0.0,5.0
2031,1.0,3.0
2032,2.0,2.0
2033,2.0,3.0
2034,1.0,3.0
2035,2.0,3.0
2036,1.0,6.0
2037,1.0,3.0
2038,1.0,7.0
2039,3.0,7.0
2040,1.0,2.0
2041,3.0,5.0
2042,0.0,5.0
2043,2.0,4.0
2044,1.0,4.0
2045,2.0,3.0
2046,1.0,6.0
2047,3.0,3.0
2048,1.0,3.0
2049,3.0,3.0
2050,2.0,5.0
2051,2.0,6.0
2052,1.0,6.0
2053,3.0,3.0
2054,3.0,4.0
2055,0.0,6.0
2056,4.0,2.0
2057,0.0,4.0
2058,1.0,8.0
2059,0.0,8.0
2060,1.0,5.0
2061,0.0,4.0
2062,2.0,5.0
2063,2.0,3.0
2064,2.0,6.0
2065,0.0,5.0
2066,1.0,3.0
2067,3.0,7.0
2068,3.0,6.0
2069,3.0,3.0
2070,0.0,3.0
2071,1.0,4.0
2072,1.0,5.0
2073,3.0,1.0
2074,1.0,1.0
2075,2.0,5.0
2076,2.0,5.0
2077,1.0,1.0
2078,2.0,5.0
2079,2.0,4.0
2080,0.0,5.0
2081,2.0,3.0
2082,0.0,3.0
2083,2.0,2.0
2084,0.0,1.0
2085,1.0,3.0
2086,0.0,3.0
2087,1.0,4.0
2088,1.0,6.0
2089,5.0,5.0
2090,2.0,4.0
2091,0.0,6.0
2092,4.0,2.0
2093,1.0,2.0
2094,1.0,3.0
2095,3.0,4.0
2096,3.0,6.0
2097,1.0,6.0
2098,1.0,4.0
2099,0.0,4.0
2100,1.0,4.0
