Year,Warm,Cold
2020,2.0,4.0
2021,1.0,2.0
2022,1.0,4.0
2023,3.0,1.0
2024,5.0,4.0
2025,0.0,5.0
2026,2.0,3.0
2027,2.0,5.0
2028,1.0,4.0
2029,3.0,6.0
2030,0.0,7.0
2031,2.0,4.0
2032,1.0,5.0
2033,3.0,4.0
2034,2.0,3.0
2035,1.0,6.0
2036,0.0,5.0
2037,2.0,3.0
2038,3.0,3.0
2039,1.0,3.0
2040,1.0,2.0
2041,3.0,4.0
2042,2.0,3.0
2043,1.0,4.0
2044,1.0,3.0
2045,4.0,2.0
2046,2.0,5.0
2047,0.0,5.0
2048,0.0,5.0
2049,3.0,8.0
2050,1.0,3.0
2051,1.0,4.0
2052,1.0,4.0
2053,0.0,2.0
2054,0.0,5.0
2055,1.0,3.0
2056,3.0,4.0
2057,0.0,1.0
2058,0.0,4.0
2059,2.0,3.0
2060,1.0,4.0
2061,2.0,3.0
2062,2.0,8.0
2063,1.0,4.0
2064,0.0,3.0
2065,1.0,1.0
2066,1.0,6.0
2067,1.0,5.0
2068,2.0,6.0
2069,0.0,4.0
2070,3.0,1.0
2071,2.0,7.0
2072,3.0,5.0
2073,1.0,2.0
2074,1.0,1.0
2075,2.0,5.0
2076,1.0,4.0
2077,0.0,3.0
2078,1.0,6.0
2079,2.0,5.0
2080,1.0,5.0
2081,0.0,8.0
2082,1.0,2.0
2083,1.0,1.0
2084,2.0,5.0
2085,1.0,5.0
2086,2.0,5.0
2087,1.0,7.0
2088,1.0,5.0
2089,3.0,5.0
2090,2.0,5.0
2091,0.0,4.0
2092,1.0,2.0
2093,1.0,2.0
2094,0.0,5.0
2095,3.0,6.0
2096,2.0,3.0
2097,0.0,4.0
2098,1.0,7.0
2099,1.0,1.0
2100,2.0,7.0
