Year,Warm,Cold
2020,0.0,2.0
2021,1.0,8.0
2022,2.0,5.0
2023,3.0,3.0
2024,2.0,1.0
2025,1.0,1.0
2026,2.0,9.0
2027,2.0,4.0
2028,1.0,5.0
2029,2.0,4.0
2030,4.0,4.0
2031,2.0,3.0
2032,2.0,4.0
2033,0.0,3.0
2034,3.0,2.0
2035,4.0,2.0
2036,1.0,8.0
2037,0.0,4.0
2038,1.0,6.0
2039,1.0,4.0
2040,3.0,9.0
2041,0.0,4.0
2042,0.0,8.0
2043,4.0,8.0
2044,0.0,0.0
2045,0.0,2.0
2046,1.0,0.0
2047,0.0,6.0
2048,1.0,4.0
2049,2.0,4.0
2050,1.0,3.0
2051,0.0,4.0
2052,0.0,5.0
2053,2.0,6.0
2054,0.0,1.0
2055,1.0,3.0
2056,2.0,1.0
2057,1.0,4.0
2058,1.0,1.0
2059,0.0,1.0
2060,0.0,6.0
2061,0.0,1.0
2062,1.0,8.0
2063,0.0,3.0
2064,1.0,8.0
2065,3.0,1.0
2066,1.0,3.0
2067,3.0,5.0
2068,1.0,5.0
2069,3.0,5.0
2070,2.0,3.0
2071,3.0,6.0
2072,2.0,8.0
2073,1.0,5.0
2074,1.0,5.0
2075,1.0,6.0
2076,2.0,6.0
2077,0.0,6.0
2078,0.0,4.0
2079,1.0,3.0
2080,1.0,8.0
2081,1.0,1.0
2082,2.0,4.0
2083,0.0,3.0
2084,2.0,6.0
2085,2.0,3.0
2086,0.0,7.0
2087,4.0,3.0
2088,0.0,3.0
2089,0.0,8.0
2090,0.0,2.0
2091,3.0,4.0
2092,3.0,4.0
2093,0.0,5.0
2094,1.0,1.0
2095,2.0,5.0
2096,0.0,3.0
2097,1.0,7.0
2098,2.0,2.0
2099,2.0,7.0
2100,0.0,5.0
