Year,Warm,Cold
2020,4.0,3.0
2021,2.0,4.0
2022,2.0,7.0
2023,3.0,4.0
2024,4.0,3.0
2025,2.0,2.0
2026,0.0,3.0
2027,2.0,3.0
2028,0.0,6.0
2029,0.0,3.0
2030,3.0,3.0
2031,0.0,4.0
2032,0.0,4.0
2033,2.0,8.0
2034,2.0,2.0
2035,2.0,5.0
2036,1.0,7.0
2037,3.0,1.0
2038,1.0,6.0
2039,2.0,1.0
2040,1.0,5.0
2041,2.0,4.0
2042,3.0,4.0
2043,2.0,5.0
2044,1.0,6.0
2045,0.0,6.0
2046,1.0,2.0
2047,0.0,6.0
2048,0.0,3.0
2049,4.0,3.0
2050,3.0,2.0
2051,3.0,5.0
2052,1.0,3.0
2053,1.0,2.0
2054,5.0,5.0
2055,1.0,8.0
2056,3.0,3.0
2057,1.0,3.0
2058,0.0,4.0
2059,1.0,7.0
2060,2.0,4.0
2061,1.0,5.0
2062,2.0,6.0
2063,2.0,5.0
2064,2.0,5.0
2065,2.0,8.0
2066,1.0,5.0
2067,1.0,2.0
2068,0.0,6.0
2069,1.0,3.0
2070,1.0,7.0
2071,2.0,2.0
2072,2.0,1.0
2073,3.0,5.0
2074,1.0,4.0
2075,3.0,2.0
2076,1.0,1.0
2077,1.0,5.0
2078,1.0,4.0
2079,0.0,3.0
2080,1.0,7.0
2081,1.0,3.0
2082,1.0,2.0
2083,1.0,2.0
2084,1.0,0.0
2085,2.0,0.0
2086,0.0,2.0
2087,1.0,2.0
2088,1.0,2.0
2089,0.0,6.0
2090,2.0,3.0
2091,2.0,9.0
2092,1.0,3.0
2093,2.0,3.0
2094,0.0,4.0
2095,2.0,3.0
2096,0.0,4.0
2097,3.0,3.0
2098,2.0,0.0
2099,2.0,1.0
2100,1.0,2.0
