Year,Warm,Cold
2020,1.0,3.0
2021,1.0,3.0
2022,3.0,1.0
2023,1.0,6.0
2024,2.0,4.0
2025,1.0,8.0
2026,0.0,2.0
2027,2.0,1.0
2028,0.0,3.0
2029,2.0,1.0
2030,3.0,5.0
2031,3.0,2.0
2032,2.0,7.0
2033,1.0,5.0
2034,0.0,2.0
2035,3.0,5.0
2036,1.0,5.0
2037,1.0,4.0
2038,2.0,1.0
2039,0.0,7.0
2040,0.0,4.0
2041,4.0,2.0
2042,1.0,7.0
2043,0.0,6.0
2044,0.0,6.0
2045,3.0,1.0
2046,2.0,2.0
2047,1.0,4.0
2048,0.0,3.0
2049,0.0,4.0
2050,3.0,2.0
2051,0.0,5.0
2052,5.0,3.0
2053,2.0,6.0
2054,1.0,4.0
2055,1.0,2.0
2056,1.0,3.0
2057,0.0,4.0
2058,0.0,6.0
2059,0.0,4.0
2060,0.0,7.0
2061,4.0,1.0
2062,0.0,2.0
2063,1.0,7.0
2064,3.0,4.0
2065,0.0,2.0
2066,1.0,5.0
2067,3.0,4.0
2068,0.0,4.0
2069,2.0,6.0
2070,0.0,7.0
2071,1.0,7.0
2072,0.0,3.0
2073,2.0,3.0
2074,1.0,7.0
2075,2.0,1.0
2076,4.0,6.0
2077,0.0,2.0
2078,1.0,6.0
2079,1.0,4.0
2080,3.0,7.0
2081,1.0,4.0
2082,0.0,4.0
2083,0.0,5.0
2084,0.0,4.0
2085,3.0,6.0
2086,3.0,4.0
2087,4.0,6.0
2088,1.0,2.0
2089,1.0,4.0
2090,2.0,6.0
2091,3.0,2.0
2092,1.0,3.0
2093,1.0,4.0
2094,3.0,4.0
2095,2.0,7.0
2096,0.0,3.0
2097,1.0,13.0
2098,0.0,7.0
2099,0.0,6.0
2100,1.0,5.0
