Year,Warm,Cold
2020,3.0,1.0
2021,1.0,2.0
2022,1.0,2.0
2023,2.0,3.0
2024,0.0,2.0
2025,1.0,8.0
2026,0.0,4.0
2027,0.0,7.0
2028,3.0,3.0
2029,1.0,5.0
2030,1.0,3.0
2031,1.0,3.0
2032,1.0,6.0
2033,1.0,2.0
2034,2.0,5.0
2035,1.0,3.0
2036,2.0,5.0
2037,2.0,3.0
2038,0.0,5.0
2039,0.0,3.0
2040,1.0,7.0
2041,0.0,7.0
2042,2.0,2.0
2043,2.0,2.0
2044,1.0,1.0
2045,4.0,6.0
2046,2.0,4.0
2047,1.0,8.0
2048,2.0,2.0
2049,1.0,7.0
2050,0.0,5.0
2051,0.0,7.0
2052,1.0,3.0
2053,1.0,4.0
2054,0.0,3.0
2055,1.0,1.0
2056,2.0,10.0
2057,2.0,1.0
2058,2.0,3.0
2059,1.0,5.0
2060,2.0,2.0
2061,2.0,7.0
2062,3.0,3.0
2063,0.0,5.0
2064,1.0,2.0
2065,0.0,5.0
2066,2.0,3.0
2067,2.0,3.0
2068,0.0,4.0
2069,2.0,1.0
2070,0.0,4.0
2071,1.0,1.0
2072,1.0,1.0
2073,1.0,6.0
2074,2.0,4.0
2075,0.0,1.0
2076,0.0,3.0
2077,2.0,6.0
2078,4.0,5.0
2079,2.0,5.0
2080,2.0,2.0
2081,1.0,5.0
2082,2.0,2.0
2083,3.0,3.0
2084,3.0,3.0
2085,2.0,5.0
2086,0.0,5.0
2087,3.0,5.0
2088,0.0,3.0
2089,0.0,7.0
2090,3.0,5.0
2091,2.0,3.0
2092,2.0,4.0
2093,1.0,7.0
2094,3.0,4.0
2095,3.0,8.0
2096,1.0,5.0
2097,0.0,5.0
2098,0.0,4.0
2099,2.0,7.0
2100,3.0,3.0
