Year,Warm,Cold
2020,3.0,3.0
2021,1.0,2.0
2022,2.0,8.0
2023,1.0,4.0
2024,3.0,4.0
2025,1.0,1.0
2026,1.0,6.0
2027,1.0,2.0
2028,2.0,4.0
2029,0.0,1.0
2030,0.0,5.0
2031,4.0,3.0
2032,1.0,7.0
2033,3.0,7.0
2034,1.0,8.0
2035,2.0,6.0
2036,0.0,4.0
2037,2.0,8.0
2038,1.0,3.0
2039,3.0,4.0
2040,2.0,8.0
2041,4.0,4.0
2042,1.0,5.0
2043,1.0,1.0
2044,3.0,0.0
2045,3.0,3.0
2046,1.0,6.0
2047,2.0,5.0
2048,1.0,5.0
2049,4.0,2.0
2050,4.0,6.0
2051,1.0,3.0
2052,0.0,3.0
2053,1.0,1.0
2054,1.0,3.0
2055,0.0,5.0
2056,2.0,6.0
2057,3.0,2.0
2058,1.0,7.0
2059,3.0,9.0
2060,3.0,4.0
2061,0.0,1.0
2062,0.0,3.0
2063,1.0,6.0
2064,2.0,1.0
2065,1.0,5.0
2066,0.0,2.0
2067,3.0,2.0
2068,3.0,8.0
2069,2.0,2.0
2070,2.0,6.0
2071,2.0,2.0
2072,1.0,7.0
2073,4.0,5.0
2074,2.0,8.0
2075,1.0,3.0
2076,0.0,6.0
2077,2.0,6.0
2078,2.0,4.0
2079,1.0,3.0
2080,3.0,3.0
2081,2.0,3.0
2082,5.0,3.0
2083,1.0,0.0
2084,0.0,1.0
2085,2.0,6.0
2086,0.0,5.0
2087,4.0,3.0
2088,4.0,3.0
2089,0.0,2.0
2090,2.0,4.0
2091,1.0,6.0
2092,2.0,5.0
2093,1.0,2.0
2094,1.0,4.0
2095,2.0,3.0
2096,2.0,2.0
2097,2.0,4.0
2098,6.0,3.0
2099,3.0,3.0
2100,1.0,3.0
