Year,Warm,Cold
2020,1.0,2.0
2021,2.0,4.0
2022,2.0,5.0
2023,0.0,0.0
2024,2.0,4.0
2025,1.0,8.0
2026,2.0,2.0
2027,2.0,5.0
2028,2.0,5.0
2029,1.0,2.0
2030,0.0,6.0
2031,1.0,6.0
2032,2.0,7.0
2033,3.0,5.0
2034,2.0,3.0
2035,2.0,6.0
2036,1.0,6.0
2037,2.0,1.0
2038,3.0,5.0
2039,1.0,3.0
2040,1.0,4.0
2041,1.0,4.0
2042,4.0,4.0
2043,3.0,2.0
2044,2.0,5.0
2045,1.0,2.0
2046,2.0,7.0
2047,2.0,5.0
2048,4.0,3.0
2049,2.0,4.0
2050,1.0,5.0
2051,0.0,3.0
2052,1.0,3.0
2053,2.0,1.0
2054,1.0,2.0
2055,3.0,5.0
2056,1.0,4.0
2057,1.0,4.0
2058,0.0,2.0
2059,2.0,6.0
2060,2.0,1.0
2061,2.0,4.0
2062,2.0,2.0
2063,3.0,2.0
2064,2.0,6.0
2065,1.0,0.0
2066,2.0,1.0
2067,0.0,6.0
2068,1.0,2.0
2069,2.0,5.0
2070,2.0,4.0
2071,2.0,5.0
2072,1.0,4.0
2073,1.0,3.0
2074,1.0,2.0
2075,1.0,4.0
2076,0.0,3.0
2077,0.0,4.0
2078,1.0,6.0
2079,2.0,5.0
2080,0.0,6.0
2081,1.0,2.0
2082,0.0,2.0
2083,1.0,5.0
2084,1.0,2.0
2085,0.0,6.0
2086,1.0,3.0
2087,3.0,7.0
2088,2.0,8.0
2089,2.0,3.0
2090,3.0,3.0
2091,1.0,3.0
2092,0.0,5.0
2093,0.0,4.0
2094,4.0,2.0
2095,2.0,3.0
2096,2.0,2.0
2097,2.0,3.0
2098,3.0,3.0
2099,1.0,3.0
2100,0.0,4.0
