Year,Warm,Cold
2020,2.0,4.0
2021,1.0,3.0
2022,2.0,1.0
2023,2.0,2.0
2024,0.0,4.0
2025,1.0,6.0
2026,0.0,10.0
2027,1.0,7.0
2028,3.0,6.0
2029,0.0,5.0
2030,2.0,0.0
2031,2.0,4.0
2032,0.0,2.0
2033,0.0,1.0
2034,2.0,4.0
2035,3.0,3.0
2036,2.0,5.0
2037,2.0,5.0
2038,0.0,2.0
2039,1.0,2.0
2040,3.0,6.0
2041,0.0,6.0
2042,3.0,6.0
2043,1.0,4.0
2044,4.0,4.0
2045,1.0,4.0
2046,4.0,6.0
2047,0.0,7.0
2048,1.0,4.0
2049,3.0,3.0
2050,2.0,3.0
2051,1.0,0.0
2052,3.0,4.0
2053,0.0,4.0
2054,3.0,4.0
2055,1.0,3.0
2056,0.0,3.0
2057,0.0,3.0
2058,1.0,4.0
2059,2.0,3.0
2060,1.0,6.0
2061,1.0,4.0
2062,1.0,3.0
2063,1.0,7.0
2064,1.0,2.0
2065,1.0,4.0
2066,1.0,5.0
2067,0.0,5.0
2068,5.0,2.0
2069,0.0,3.0
2070,2.0,4.0
2071,1.0,4.0
2072,1.0,9.0
2073,0.0,2.0
2074,2.0,4.0
2075,2.0,4.0
2076,5.0,5.0
2077,1.0,4.0
2078,1.0,5.0
2079,4.0,1.0
2080,1.0,3.0
2081,2.0,5.0
2082,2.0,0.0
2083,1.0,2.0
2084,0.0,4.0
2085,3.0,4.0
2086,1.0,7.0
2087,4.0,6.0
2088,2.0,3.0
2089,2.0,5.0
2090,1.0,2.0
2091,2.0,4.0
2092,3.0,2.0
2093,1.0,7.0
2094,1.0,3.0
2095,2.0,5.0
2096,2.0,3.0
2097,1.0,6.0
2098,3.0,5.0
2099,3.0,5.0
2100,0.0,1.0
