Year,Warm,Cold
2020,0.0,6.0
2021,0.0,6.0
2022,3.0,2.0
2023,1.0,4.0
2024,1.0,3.0
2025,1.0,6.0
2026,1.0,6.0
2027,0.0,3.0
2028,0.0,0.0
2029,3.0,2.0
2030,2.0,2.0
2031,1.0,2.0
2032,0.0,3.0
2033,2.0,8.0
2034,1.0,4.0
2035,1.0,6.0
2036,1.0,5.0
2037,3.0,3.0
2038,1.0,6.0
2039,2.0,3.0
2040,3.0,0.0
2041,1.0,7.0
2042,0.0,5.0
2043,4.0,5.0
2044,1.0,4.0
2045,1.0,3.0
2046,1.0,2.0
2047,3.0,6.0
2048,2.0,4.0
2049,4.0,4.0
2050,4.0,2.0
2051,4.0,4.0
2052,2.0,4.0
2053,1.0,4.0
2054,3.0,2.0
2055,1.0,3.0
2056,2.0,4.0
2057,1.0,5.0
2058,3.0,7.0
2059,1.0,7.0
2060,2.0,4.0
2061,3.0,3.0
2062,2.0,4.0
2063,1.0,7.0
2064,1.0,3.0
2065,1.0,7.0
2066,3.0,3.0
2067,0.0,6.0
2068,0.0,8.0
2069,4.0,5.0
2070,1.0,2.0
2071,4.0,3.0
2072,6.0,5.0
2073,2.0,5.0
2074,3.0,8.0
2075,1.0,5.0
2076,1.0,3.0
2077,4.0,5.0
2078,2.0,5.0
2079,2.0,6.0
2080,1.0,7.0
2081,1.0,3.0
2082,0.0,4.0
2083,0.0,9.0
2084,0.0,1.0
2085,0.0,7.0
2086,2.0,2.0
2087,1.0,0.0
2088,1.0,3.0
2089,0.0,6.0
2090,2.0,3.0
2091,5.0,5.0
2092,1.0,4.0
2093,2.0,1.0
2094,2.0,7.0
2095,2.0,0.0
2096,0.0,5.0
2097,2.0,4.0
2098,1.0,6.0
2099,0.0,6.0
2100,2.0,4.0
