Year,Warm,Cold
2020,1.0,7.0
2021,0.0,2.0
2022,2.0,5.0
2023,1.0,5.0
2024,2.0,3.0
2025,1.0,2.0
2026,0.0,6.0
2027,4.0,3.0
2028,2.0,4.0
2029,1.0,5.0
2030,2.0,3.0
2031,2.0,6.0
2032,1.0,3.0
2033,2.0,6.0
2034,1.0,1.0
2035,0.0,10.0
2036,2.0,5.0
2037,2.0,10.0
2038,1.0,1.0
2039,2.0,1.0
2040,4.0,5.0
2041,3.0,5.0
2042,1.0,6.0
2043,1.0,4.0
2044,0.0,5.0
2045,0.0,4.0
2046,0.0,1.0
2047,2.0,2.0
2048,1.0,1.0
2049,2.0,5.0
2050,1.0,6.0
2051,2.0,7.0
2052,0.0,6.0
2053,0.0,8.0
2054,3.0,3.0
2055,1.0,4.0
2056,2.0,3.0
2057,1.0,1.0
2058,2.0,6.0
2059,2.0,6.0
2060,0.0,9.0
2061,2.0,2.0
2062,4.0,5.0
2063,2.0,3.0
2064,2.0,3.0
2065,1.0,6.0
2066,0.0,3.0
2067,3.0,7.0
2068,1.0,2.0
2069,1.0,2.0
2070,1.0,6.0
2071,1.0,1.0
2072,1.0,3.0
2073,2.0,5.0
2074,2.0,3.0
2075,2.0,2.0
2076,4.0,5.0
2077,1.0,4.0
2078,1.0,3.0
2079,1.0,6.0
2080,5.0,6.0
2081,3.0,2.0
2082,2.0,1.0
2083,1.0,1.0
2084,1.0,1.0
2085,1.0,7.0
2086,0.0,1.0
2087,1.0,8.0
2088,1.0,1.0
2089,2.0,4.0
2090,0.0,3.0
2091,2.0,5.0
2092,1.0,10.0
2093,2.0,4.0
2094,4.0,1.0
2095,3.0,5.0
2096,3.0,3.0
2097,1.0,8.0
2098,1.0,5.0
2099,0.0,5.0
2100,1.0,5.0
