Year,Warm,Cold
2020,2.0,11.0
2021,1.0,4.0
2022,1.0,8.0
2023,4.0,3.0
2024,0.0,3.0
2025,2.0,5.0
2026,3.0,2.0
2027,4.0,4.0
2028,6.0,5.0
2029,2.0,1.0
2030,2.0,4.0
2031,1.0,5.0
2032,1.0,5.0
2033,0.0,2.0
2034,1.0,1.0
2035,0.0,4.0
2036,0.0,6.0
2037,2.0,2.0
2038,1.0,5.0
2039,0.0,7.0
2040,2.0,5.0
2041,0.0,5.0
2042,1.0,5.0
2043,4.0,5.0
2044,1.0,4.0
2045,0.0,4.0
2046,3.0,6.0
2047,1.0,6.0
2048,2.0,2.0
2049,0.0,4.0
2050,1.0,4.0
2051,1.0,6.0
2052,1.0,6.0
2053,3.0,5.0
2054,5.0,3.0
2055,0.0,6.0
2056,0.0,6.0
2057,1.0,7.0
2058,1.0,4.0
2059,1.0,6.0
2060,3.0,4.0
2061,0.0,4.0
2062,4.0,5.0
2063,2.0,6.0
2064,2.0,6.0
2065,1.0,4.0
2066,3.0,6.0
2067,4.0,4.0
2068,3.0,5.0
2069,3.0,4.0
2070,3.0,3.0
2071,1.0,7.0
2072,3.0,3.0
2073,2.0,5.0
2074,2.0,2.0
2075,2.0,6.0
2076,2.0,1.0
2077,1.0,3.0
2078,1.0,3.0
2079,0.0,2.0
2080,1.0,3.0
2081,3.0,4.0
2082,3.0,1.0
2083,0.0,6.0
2084,4.0,6.0
2085,1.0,4.0
2086,0.0,3.0
2087,3.0,5.0
2088,2.0,6.0
2089,1.0,2.0
2090,2.0,10.0
2091,3.0,8.0
2092,1.0,6.0
2093,2.0,2.0
2094,4.0,6.0
2095,0.0,3.0
2096,1.0,3.0
2097,1.0,3.0
2098,1.0,3.0
2099,1.0,2.0
2100,5.0,3.0
