Year,Warm,Cold
2020,1.0,2.0
2021,2.0,4.0
2022,0.0,3.0
2023,0.0,7.0
2024,2.0,6.0
2025,1.0,2.0
2026,3.0,3.0
2027,0.0,5.0
2028,0.0,2.0
2029,2.0,4.0
2030,0.0,3.0
2031,3.0,3.0
2032,2.0,3.0
2033,1.0,9.0
2034,3.0,6.0
2035,3.0,4.0
2036,1.0,3.0
2037,2.0,5.0
2038,3.0,1.0
2039,5.0,7.0
2040,2.0,4.0
2041,5.0,5.0
2042,0.0,6.0
2043,2.0,5.0
2044,2.0,6.0
2045,6.0,1.0
2046,1.0,9.0
2047,4.0,5.0
2048,0.0,4.0
2049,2.0,2.0
2050,1.0,4.0
2051,2.0,1.0
2052,0.0,2.0
2053,1.0,8.0
2054,0.0,1.0
2055,0.0,4.0
2056,2.0,4.0
2057,1.0,3.0
2058,1.0,5.0
2059,1.0,2.0
2060,2.0,5.0
2061,0.0,4.0
2062,3.0,10.0
2063,1.0,4.0
2064,2.0,3.0
2065,1.0,2.0
2066,4.0,7.0
2067,1.0,7.0
2068,0.0,4.0
2069,1.0,4.0
2070,2.0,9.0
2071,2.0,6.0
2072,4.0,7.0
2073,3.0,5.0
2074,0.0,1.0
2075,2.0,1.0
2076,3.0,5.0
2077,0.0,5.0
2078,1.0,5.0
2079,1.0,3.0
2080,1.0,10.0
2081,2.0,7.0
2082,1.0,5.0
2083,1.0,2.0
2084,1.0,1.0
2085,1.0,3.0
2086,3.0,2.0
2087,1.0,5.0
2088,0.0,5.0
2089,4.0,2.0
2090,1.0,4.0
2091,1.0,2.0
2092,2.0,7.0
2093,0.0,5.0
2094,1.0,3.0
2095,5.0,3.0
2096,0.0,4.0
2097,2.0,4.0
2098,2.0,3.0
2099,1.0,3.0
2100,3.0,6.0
