Year,Warm,Cold
2020,2.0,2.0
2021,2.0,4.0
2022,3.0,4.0
2023,1.0,6.0
2024,4.0,4.0
2025,2.0,4.0
2026,4.0,5.0
2027,4.0,3.0
2028,2.0,3.0
2029,1.0,4.0
2030,3.0,4.0
2031,0.0,2.0
2032,2.0,6.0
2033,3.0,2.0
2034,2.0,4.0
2035,2.0,5.0
2036,2.0,5.0
2037,1.0,7.0
2038,1.0,3.0
2039,1.0,3.0
2040,3.0,5.0
2041,4.0,5.0
2042,1.0,2.0
2043,1.0,1.0
2044,0.0,4.0
2045,1.0,1.0
2046,3.0,4.0
2047,1.0,7.0
2048,2.0,4.0
2049,1.0,4.0
2050,2.0,4.0
2051,2.0,1.0
2052,1.0,5.0
2053,1.0,8.0
2054,1.0,2.0
2055,0.0,3.0
2056,0.0,5.0
2057,0.0,5.0
2058,1.0,4.0
2059,0.0,2.0
2060,0.0,5.0
2061,0.0,2.0
2062,5.0,5.0
2063,0.0,3.0
2064,1.0,3.0
2065,0.0,3.0
2066,1.0,7.0
2067,2.0,5.0
2068,1.0,2.0
2069,3.0,4.0
2070,0.0,5.0
2071,1.0,2.0
2072,2.0,5.0
2073,2.0,3.0
2074,2.0,3.0
2075,1.0,7.0
2076,2.0,5.0
2077,1.0,2.0
2078,0.0,1.0
2079,2.0,6.0
2080,0.0,4.0
2081,3.0,5.0
2082,1.0,7.0
2083,1.0,3.0
2084,2.0,7.0
2085,1.0,6.0
2086,1.0,8.0
2087,1.0,0.0
2088,1.0,4.0
2089,2.0,3.0
2090,2.0,9.0
2091,2.0,4.0
2092,2.0,4.0
2093,0.0,4.0
2094,0.0,1.0
2095,1.0,4.0
2096,3.0,7.0
2097,1.0,3.0
2098,2.0,9.0
2099,3.0,4.0
2100,1.0,6.0
