Year,Warm,Cold
2020,4.0,6.0
2021,0.0,5.0
2022,0.0,6.0
2023,3.0,10.0
2024,3.0,4.0
2025,4.0,3.0
2026,2.0,1.0
2027,1.0,3.0
2028,2.0,4.0
2029,2.0,3.0
2030,3.0,6.0
2031,0.0,3.0
2032,1.0,2.0
2033,2.0,3.0
2034,2.0,1.0
2035,6.0,3.0
2036,1.0,3.0
2037,2.0,1.0
2038,1.0,2.0
2039,1.0,4.0
2040,2.0,3.0
2041,0.0,2.0
2042,4.0,8.0
2043,5.0,3.0
2044,1.0,4.0
2045,4.0,4.0
2046,1.0,2.0
2047,1.0,2.0
2048,1.0,0.0
2049,4.0,2.0
2050,1.0,1.0
2051,1.0,3.0
2052,2.0,3.0
2053,1.0,4.0
2054,2.0,3.0
2055,1.0,3.0
2056,1.0,6.0
2057,0.0,4.0
2058,3.0,4.0
2059,0.0,3.0
2060,2.0,1.0
2061,1.0,3.0
2062,1.0,5.0
2063,3.0,0.0
2064,4.0,6.0
2065,2.0,4.0
2066,1.0,3.0
2067,0.0,2.0
2068,1.0,5.0
2069,0.0,6.0
2070,0.0,7.0
2071,2.0,5.0
2072,1.0,3.0
2073,3.0,5.0
2074,1.0,4.0
2075,0.0,2.0
2076,3.0,8.0
2077,2.0,6.0
2078,0.0,6.0
2079,2.0,6.0
2080,3.0,2.0
2081,0.0,7.0
2082,1.0,4.0
2083,2.0,8.0
2084,0.0,5.0
2085,0.0,4.0
2086,1.0,7.0
2087,2.0,4.0
2088,3.0,1.0
2089,2.0,1.0
2090,1.0,3.0
2091,0.0,3.0
2092,5.0,5.0
2093,2.0,2.0
2094,1.0,6.0
2095,1.0,7.0
2096,0.0,3.0
2097,1.0,5.0
2098,1.0,4.0
2099,0.0,5.0
2100,2.0,6.0
