Year,Warm,Cold
2020,3.0,4.0
2021,0.0,7.0
2022,3.0,3.0
2023,3.0,4.0
2024,1.0,5.0
2025,1.0,0.0
2026,1.0,4.0
2027,1.0,3.0
2028,0.0,1.0
2029,0.0,3.0
2030,2.0,4.0
2031,1.0,3.0
2032,1.0,2.0
2033,1.0,8.0
2034,2.0,2.0
2035,2.0,4.0
2036,0.0,3.0
2037,0.0,4.0
2038,2.0,2.0
2039,0.0,5.0
2040,0.0,3.0
2041,2.0,7.0
2042,1.0,1.0
2043,1.0,3.0
2044,3.0,4.0
2045,1.0,5.0
2046,0.0,5.0
2047,4.0,5.0
2048,1.0,4.0
2049,0.0,5.0
2050,1.0,3.0
2051,2.0,3.0
2052,1.0,4.0
2053,3.0,4.0
2054,0.0,2.0
2055,1.0,7.0
2056,2.0,3.0
2057,0.0,6.0
2058,1.0,7.0
2059,2.0,1.0
2060,2.0,4.0
2061,5.0,3.0
2062,3.0,5.0
2063,1.0,4.0
2064,1.0,1.0
2065,0.0,5.0
2066,2.0,3.0
2067,0.0,6.0
2068,0.0,3.0
2069,0.0,3.0
2070,0.0,2.0
2071,2.0,7.0
2072,5.0,6.0
2073,1.0,4.0
2074,0.0,10.0
2075,1.0,6.0
2076,0.0,6.0
2077,0.0,3.0
2078,2.0,4.0
2079,1.0,2.0
2080,3.0,8.0
2081,3.0,1.0
2082,3.0,6.0
2083,0.0,4.0
2084,1.0,4.0
2085,3.0,3.0
2086,0.0,7.0
2087,2.0,3.0
2088,0.0,3.0
2089,0.0,6.0
2090,1.0,2.0
2091,1.0,3.0
2092,3.0,4.0
2093,1.0,4.0
2094,2.0,3.0
2095,1.0,2.0
2096,1.0,3.0
2097,1.0,1.0
2098,4.0,6.0
2099,2.0,3.0
2100,0.0,4.0
