Year,Warm,Cold
2020,2.0,3.0
2021,1.0,1.0
2022,1.0,6.0
2023,2.0,5.0
2024,0.0,1.0
2025,0.0,4.0
2026,2.0,5.0
2027,1.0,2.0
2028,0.0,2.0
2029,1.0,4.0
2030,2.0,2.0
2031,1.0,4.0
2032,2.0,3.0
2033,2.0,5.0
2034,0.0,3.0
2035,2.0,3.0
2036,4.0,9.0
2037,0.0,3.0
2038,1.0,5.0
2039,1.0,2.0
2040,1.0,5.0
2041,2.0,2.0
2042,0.0,3.0
2043,2.0,6.0
2044,0.0,2.0
2045,0.0,3.0
2046,2.0,3.0
2047,1.0,4.0
2048,2.0,4.0
2049,1.0,3.0
2050,1.0,5.0
2051,2.0,4.0
2052,3.0,4.0
2053,1.0,2.0
2054,2.0,9.0
2055,0.0,6.0
2056,0.0,6.0
2057,3.0,5.0
2058,0.0,2.0
2059,3.0,4.0
2060,2.0,2.0
2061,1.0,5.0
2062,0.0,2.0
2063,5.0,3.0
2064,0.0,5.0
2065,1.0,5.0
2066,0.0,7.0
2067,0.0,4.0
2068,0.0,7.0
2069,1.0,3.0
2070,2.0,3.0
2071,0.0,6.0
2072,3.0,4.0
2073,0.0,4.0
2074,3.0,2.0
2075,2.0,1.0
2076,2.0,4.0
2077,2.0,5.0
2078,2.0,3.0
2079,3.0,5.0
2080,2.0,2.0
2081,2.0,3.0
2082,1.0,4.0
2083,2.0,4.0
2084,0.0,5.0
2085,0.0,2.0
2086,1.0,3.0
2087,2.0,4.0
2088,0.0,8.0
2089,1.0,5.0
2090,2.0,9.0
2091,0.0,7.0
2092,2.0,5.0
2093,1.0,5.0
2094,5.0,2.0
2095,3.0,5.0
2096,1.0,4.0
2097,1.0,2.0
2098,0.0,5.0
2099,1.0,5.0
2100,1.0,7.0
