Year,Warm,Cold
2020,1.0,3.0
2021,1.0,3.0
2022,3.0,1.0
2023,1.0,5.0
2024,0.0,8.0
2025,3.0,11.0
2026,1.0,3.0
2027,0.0,6.0
2028,2.0,6.0
2029,1.0,4.0
2030,3.0,4.0
2031,0.0,4.0
2032,3.0,1.0
2033,1.0,2.0
2034,5.0,6.0
2035,2.0,3.0
2036,1.0,3.0
2037,3.0,6.0
2038,0.0,4.0
2039,0.0,4.0
2040,1.0,7.0
2041,1.0,8.0
2042,2.0,8.0
2043,1.0,2.0
2044,2.0,3.0
2045,1.0,9.0
2046,0.0,5.0
2047,3.0,4.0
2048,1.0,7.0
2049,3.0,5.0
2050,2.0,6.0
2051,1.0,5.0
2052,1.0,3.0
2053,0.0,8.0
2054,1.0,4.0
2055,1.0,8.0
2056,1.0,3.0
2057,1.0,8.0
2058,2.0,0.0
2059,1.0,5.0
2060,1.0,3.0
2061,2.0,7.0
2062,1.0,3.0
2063,1.0,3.0
2064,4.0,1.0
2065,2.0,5.0
2066,1.0,3.0
2067,1.0,7.0
2068,2.0,4.0
2069,1.0,2.0
2070,3.0,1.0
2071,1.0,4.0
2072,0.0,1.0
2073,4.0,4.0
2074,2.0,2.0
2075,0.0,3.0
2076,2.0,4.0
2077,1.0,3.0
2078,3.0,8.0
2079,1.0,7.0
2080,3.0,2.0
2081,3.0,8.0
2082,3.0,4.0
2083,2.0,3.0
2084,0.0,7.0
2085,0.0,1.0
2086,2.0,6.0
2087,2.0,4.0
2088,0.0,1.0
2089,0.0,4.0
2090,1.0,6.0
2091,3.0,4.0
2092,1.0,10.0
2093,3.0,8.0
2094,1.0,3.0
2095,0.0,4.0
2096,1.0,4.0
2097,0.0,10.0
2098,2.0,3.0
2099,1.0,2.0
2100,1.0,2.0
