Year,Warm,Cold
2020,1.0,5.0
2021,1.0,3.0
2022,0.0,8.0
2023,0.0,3.0
2024,2.0,4.0
2025,0.0,4.0
2026,1.0,3.0
2027,0.0,7.0
2028,2.0,2.0
2029,0.0,2.0
2030,0.0,4.0
2031,1.0,5.0
2032,4.0,2.0
2033,2.0,0.0
2034,1.0,2.0
2035,2.0,2.0
2036,3.0,5.0
2037,2.0,7.0
2038,1.0,2.0
2039,1.0,3.0
2040,3.0,4.0
2041,2.0,8.0
2042,1.0,3.0
2043,1.0,6.0
2044,0.0,4.0
2045,3.0,4.0
2046,3.0,3.0
2047,4.0,2.0
2048,1.0,3.0
2049,0.0,6.0
2050,1.0,4.0
2051,0.0,4.0
2052,0.0,11.0
2053,1.0,3.0
2054,3.0,4.0
2055,1.0,5.0
2056,1.0,2.0
2057,2.0,2.0
2058,4.0,2.0
2059,1.0,7.0
2060,3.0,1.0
2061,3.0,2.0
2062,0.0,2.0
2063,1.0,2.0
2064,2.0,1.0
2065,3.0,4.0
2066,0.0,4.0
2067,1.0,3.0
2068,1.0,4.0
2069,2.0,3.0
2070,2.0,4.0
2071,2.0,8.0
2072,1.0,3.0
2073,1.0,4.0
2074,0.0,4.0
2075,1.0,9.0
2076,2.0,9.0
2077,2.0,3.0
2078,1.0,3.0
2079,2.0,7.0
2080,3.0,7.0
2081,3.0,4.0
2082,0.0,4.0
2083,1.0,5.0
2084,1.0,7.0
2085,0.0,3.0
2086,0.0,5.0
2087,2.0,5.0
2088,3.0,8.0
2089,1.0,3.0
2090,1.0,3.0
2091,0.0,2.0
2092,1.0,1.0
2093,2.0,6.0
2094,2.0,7.0
2095,2.0,2.0
2096,2.0,3.0
2097,1.0,1.0
2098,4.0,3.0
2099,4.0,1.0
2100,2.0,5.0
