Year,Warm,Cold
2020,0.0,5.0
2021,1.0,2.0
2022,0.0,1.0
2023,0.0,5.0
2024,1.0,7.0
2025,3.0,5.0
2026,2.0,2.0
2027,1.0,5.0
2028,0.0,2.0
2029,1.0,6.0
2030,2.0,5.0
2031,2.0,6.0
2032,0.0,3.0
2033,2.0,3.0
2034,1.0,3.0
2035,2.0,4.0
2036,1.0,4.0
2037,1.0,2.0
2038,1.0,5.0
2039,2.0,4.0
2040,0.0,3.0
2041,1.0,3.0
2042,1.0,6.0
2043,0.0,4.0
2044,1.0,7.0
2045,2.0,7.0
2046,3.0,1.0
2047,0.0,4.0
2048,1.0,2.0
2049,0.0,4.0
2050,0.0,7.0
2051,2.0,1.0
2052,1.0,3.0
2053,1.0,6.0
2054,2.0,6.0
2055,0.0,6.0
2056,1.0,7.0
2057,1.0,5.0
2058,0.0,3.0
2059,1.0,3.0
2060,2.0,4.0
2061,1.0,5.0
2062,0.0,3.0
2063,2.0,3.0
2064,4.0,4.0
2065,1.0,3.0
2066,3.0,3.0
2067,2.0,4.0
2068,1.0,2.0
2069,1.0,7.0
2070,2.0,3.0
2071,1.0,3.0
2072,1.0,3.0
2073,2.0,6.0
2074,1.0,3.0
2075,0.0,4.0
2076,3.0,5.0
2077,0.0,7.0
2078,0.0,3.0
2079,1.0,4.0
2080,2.0,5.0
2081,1.0,3.0
2082,2.0,6.0
2083,2.0,0.0
2084,0.0,3.0
2085,1.0,3.0
2086,1.0,3.0
2087,4.0,5.0
2088,4.0,2.0
2089,0.0,4.0
2090,2.0,7.0
2091,2.0,4.0
2092,1.0,2.0
2093,1.0,3.0
2094,0.0,6.0
2095,3.0,2.0
2096,2.0,6.0
2097,1.0,3.0
2098,2.0,5.0
2099,1.0,5.0
2100,3.0,4.0
