Year,Warm,Cold
2020,3.0,4.0
2021,0.0,3.0
2022,2.0,1.0
2023,3.0,9.0
2024,4.0,7.0
2025,2.0,4.0
2026,1.0,4.0
2027,2.0,5.0
2028,3.0,1.0
2029,1.0,6.0
2030,1.0,3.0
2031,1.0,5.0
2032,2.0,2.0
2033,2.0,5.0
2034,2.0,2.0
2035,2.0,7.0
2036,2.0,8.0
2037,3.0,10.0
2038,1.0,5.0
2039,1.0,3.0
2040,0.0,2.0
2041,2.0,2.0
2042,0.0,6.0
2043,0.0,3.0
2044,4.0,6.0
2045,1.0,5.0
2046,1.0,4.0
2047,1.0,3.0
2048,3.0,4.0
2049,0.0,2.0
2050,0.0,6.0
2051,1.0,0.0
2052,0.0,6.0
2053,1.0,7.0
2054,1.0,6.0
2055,2.0,5.0
2056,1.0,1.0
2057,1.0,5.0
2058,4.0,7.0
2059,1.0,8.0
2060,1.0,3.0
2061,2.0,3.0
2062,1.0,4.0
2063,2.0,1.0
2064,2.0,7.0
2065,3.0,5.0
2066,3.0,5.0
2067,1.0,3.0
2068,3.0,3.0
2069,5.0,4.0
2070,1.0,2.0
2071,1.0,9.0
2072,0.0,0.0
2073,3.0,5.0
2074,3.0,1.0
2075,0.0,2.0
2076,2.0,4.0
2077,1.0,6.0
2078,0.0,4.0
2079,2.0,4.0
2080,1.0,5.0
2081,2.0,6.0
2082,0.0,4.0
2083,0.0,3.0
2084,4.0,5.0
2085,2.0,6.0
2086,2.0,3.0
2087,0.0,3.0
2088,1.0,3.0
2089,2.0,4.0
2090,0.0,2.0
2091,1.0,3.0
2092,2.0,5.0
2093,2.0,3.0
2094,2.0,4.0
2095,0.0,4.0
2096,1.0,2.0
2097,0.0,4.0
2098,2.0,2.0
2099,2.0,8.0
2100,2.0,6.0
