Year,Warm,Cold
2020,1.0,2.0
2021,1.0,7.0
2022,0.0,5.0
2023,0.0,5.0
2024,2.0,6.0
2025,2.0,3.0
2026,1.0,2.0
2027,3.0,7.0
2028,1.0,5.0
2029,2.0,3.0
2030,1.0,7.0
2031,2.0,6.0
2032,1.0,3.0
2033,2.0,3.0
2034,4.0,5.0
2035,2.0,2.0
2036,3.0,4.0
2037,3.0,5.0
2038,3.0,4.0
2039,1.0,2.0
2040,0.0,3.0
2041,2.0,8.0
2042,0.0,4.0
2043,3.0,2.0
2044,3.0,1.0
2045,2.0,1.0
2046,0.0,3.0
2047,1.0,4.0
2048,2.0,5.0
2049,1.0,4.0
2050,0.0,3.0
2051,3.0,5.0
2052,0.0,2.0
2053,3.0,1.0
2054,0.0,8.0
2055,2.0,6.0
2056,0.0,4.0
2057,2.0,4.0
2058,1.0,6.0
2059,2.0,6.0
2060,1.0,6.0
2061,4.0,11.0
2062,2.0,4.0
2063,0.0,3.0
2064,3.0,3.0
2065,5.0,7.0
2066,1.0,2.0
2067,1.0,3.0
2068,1.0,2.0
2069,1.0,3.0
2070,0.0,4.0
2071,2.0,4.0
2072,2.0,2.0
2073,1.0,2.0
2074,1.0,4.0
2075,1.0,5.0
2076,2.0,6.0
2077,3.0,4.0
2078,2.0,3.0
2079,1.0,7.0
2080,3.0,3.0
2081,1.0,3.0
2082,2.0,4.0
2083,4.0,2.0
2084,2.0,2.0
2085,0.0,2.0
2086,1.0,3.0
2087,2.0,5.0
2088,2.0,4.0
2089,1.0,5.0
2090,0.0,6.0
2091,1.0,4.0
2092,2.0,6.0
2093,2.0,5.0
2094,5.0,5.0
2095,0.0,5.0
2096,1.0,6.0
2097,2.0,5.0
2098,5.0,4.0
2099,2.0,3.0
2100,2.0,4.0
