Year,Warm,Cold
2020,3.0,3.0
2021,0.0,2.0
2022,2.0,6.0
2023,1.0,6.0
2024,2.0,2.0
2025,0.0,3.0
2026,2.0,3.0
2027,4.0,9.0
2028,1.0,3.0
2029,3.0,3.0
2030,1.0,7.0
2031,3.0,3.0
2032,2.0,3.0
2033,1.0,1.0
2034,1.0,3.0
2035,0.0,3.0
2036,2.0,6.0
2037,0.0,2.0
2038,1.0,3.0
2039,1.0,4.0
2040,1.0,5.0
2041,1.0,2.0
2042,3.0,1.0
2043,2.0,3.0
2044,3.0,1.0
2045,1.0,5.0
2046,2.0,5.0
2047,3.0,8.0
2048,0.0,5.0
2049,1.0,5.0
2050,0.0,0.0
2051,0.0,2.0
2052,2.0,4.0
2053,2.0,4.0
2054,2.0,1.0
2055,3.0,3.0
2056,3.0,0.0
2057,1.0,8.0
2058,1.0,4.0
2059,1.0,4.0
2060,4.0,1.0
2061,2.0,8.0
2062,2.0,4.0
2063,3.0,4.0
2064,2.0,4.0
2065,2.0,3.0
2066,1.0,5.0
2067,5.0,2.0
2068,3.0,5.0
2069,0.0,4.0
2070,2.0,2.0
2071,2.0,5.0
2072,1.0,2.0
2073,3.0,5.0
2074,1.0,4.0
2075,3.0,3.0
2076,1.0,4.0
2077,0.0,3.0
2078,0.0,6.0
2079,1.0,7.0
2080,3.0,4.0
2081,0.0,3.0
2082,2.0,5.0
2083,1.0,5.0
2084,2.0,1.0
2085,0.0,7.0
2086,3.0,2.0
2087,2.0,3.0
2088,1.0,2.0
2089,2.0,3.0
2090,1.0,4.0
2091,1.0,3.0
2092,0.0,10.0
2093,4.0,5.0
2094,4.0,4.0
2095,1.0,5.0
2096,1.0,3.0
2097,0.0,2.0
2098,0.0,6.0
2099,2.0,4.0
2100,0.0,4.0
