Year,Warm,Cold
2020,1.0,1.0
2021,5.0,3.0
2022,0.0,3.0
2023,1.0,4.0
2024,1.0,4.0
2025,3.0,5.0
2026,2.0,2.0
2027,0.0,6.0
2028,3.0,7.0
2029,5.0,6.0
2030,3.0,5.0
2031,0.0,7.0
2032,0.0,2.0
2033,1.0,5.0
2034,2.0,6.0
2035,1.0,9.0
2036,0.0,2.0
2037,1.0,2.0
2038,3.0,2.0
2039,1.0,2.0
2040,3.0,6.0
2041,0.0,5.0
2042,1.0,1.0
2043,1.0,3.0
2044,2.0,3.0
2045,5.0,5.0
2046,0.0,3.0
2047,2.0,4.0
2048,0.0,4.0
2049,1.0,5.0
2050,0.0,5.0
2051,2.0,4.0
2052,4.0,8.0
2053,2.0,6.0
2054,1.0,2.0
2055,3.0,3.0
2056,0.0,2.0
2057,2.0,2.0
2058,0.0,6.0
2059,4.0,3.0
2060,5.0,6.0
2061,2.0,3.0
2062,2.0,2.0
2063,1.0,5.0
2064,2.0,4.0
2065,4.0,5.0
2066,2.0,3.0
2067,1.0,6.0
2068,2.0,5.0
2069,1.0,4.0
2070,0.0,6.0
2071,2.0,5.0
2072,5.0,4.0
2073,1.0,4.0
2074,2.0,4.0
2075,1.0,8.0
2076,2.0,4.0
2077,2.0,3.0
2078,3.0,5.0
2079,1.0,5.0
2080,2.0,2.0
2081,1.0,3.0
2082,1.0,2.0
2083,0.0,8.0
2084,2.0,4.0
2085,2.0,3.0
2086,1.0,6.0
2087,3.0,3.0
2088,2.0,5.0
2089,2.0,3.0
2090,1.0,5.0
2091,1.0,4.0
2092,3.0,3.0
2093,1.0,3.0
2094,1.0,2.0
2095,1.0,5.0
2096,1.0,3.0
2097,1.0,6.0
2098,0.0,2.0
2099,1.0,4.0
2100,1.0,4.0
