Year,Warm,Cold
2020,2.0,7.0
2021,0.0,1.0
2022,3.0,3.0
2023,1.0,6.0
2024,0.0,4.0
2025,1.0,3.0
2026,0.0,3.0
2027,3.0,2.0
2028,3.0,4.0
2029,3.0,3.0
2030,1.0,2.0
2031,1.0,3.0
2032,2.0,5.0
2033,1.0,4.0
2034,4.0,2.0
2035,1.0,1.0
2036,2.0,6.0
2037,1.0,3.0
2038,2.0,4.0
2039,2.0,5.0
2040,0.0,2.0
2041,1.0,4.0
2042,5.0,7.0
2043,4.0,3.0
2044,0.0,2.0
2045,1.0,8.0
2046,1.0,0.0
2047,3.0,7.0
2048,3.0,7.0
2049,1.0,12.0
2050,1.0,8.0
2051,1.0,7.0
2052,1.0,7.0
2053,2.0,3.0
2054,2.0,6.0
2055,1.0,3.0
2056,3.0,3.0
2057,0.0,4.0
2058,2.0,7.0
2059,3.0,8.0
2060,3.0,5.0
2061,2.0,4.0
2062,5.0,2.0
2063,2.0,2.0
2064,3.0,6.0
2065,1.0,7.0
2066,0.0,3.0
2067,1.0,9.0
2068,1.0,4.0
2069,1.0,5.0
2070,0.0,2.0
2071,1.0,1.0
2072,3.0,7.0
2073,1.0,5.0
2074,0.0,6.0
2075,4.0,4.0
2076,0.0,8.0
2077,0.0,9.0
2078,0.0,3.0
2079,0.0,7.0
2080,0.0,1.0
2081,2.0,3.0
2082,2.0,4.0
2083,3.0,3.0
2084,1.0,6.0
2085,2.0,2.0
2086,3.0,9.0
2087,3.0,5.0
2088,4.0,1.0
2089,1.0,6.0
2090,4.0,3.0
2091,2.0,5.0
2092,2.0,4.0
2093,3.0,2.0
2094,2.0,3.0
2095,1.0,3.0
2096,1.0,4.0
2097,3.0,1.0
2098,0.0,6.0
2099,1.0,3.0
2100,3.0,5.0
