Year,Warm,Cold
2020,1.0,4.0
2021,0.0,4.0
2022,1.0,1.0
2023,1.0,2.0
2024,0.0,3.0
2025,3.0,2.0
2026,2.0,6.0
2027,0.0,8.0
2028,4.0,6.0
2029,1.0,3.0
2030,2.0,7.0
2031,2.0,6.0
2032,0.0,1.0
2033,0.0,4.0
2034,2.0,8.0
2035,4.0,3.0
2036,3.0,3.0
2037,2.0,4.0
2038,3.0,7.0
2039,1.0,1.0
2040,0.0,4.0
2041,1.0,4.0
2042,1.0,3.0
2043,0.0,3.0
2044,2.0,4.0
2045,0.0,3.0
2046,2.0,3.0
2047,0.0,5.0
2048,1.0,5.0
2049,0.0,0.0
2050,0.0,3.0
2051,0.0,5.0
2052,2.0,9.0
2053,1.0,0.0
2054,1.0,4.0
2055,3.0,0.0
2056,1.0,1.0
2057,0.0,8.0
2058,1.0,2.0
2059,2.0,3.0
2060,0.0,3.0
2061,4.0,4.0
2062,0.0,3.0
2063,4.0,3.0
2064,0.0,2.0
2065,1.0,2.0
2066,2.0,1.0
2067,0.0,2.0
2068,1.0,5.0
2069,1.0,5.0
2070,2.0,2.0
2071,2.0,5.0
2072,0.0,4.0
2073,2.0,3.0
2074,1.0,5.0
2075,0.0,4.0
2076,3.0,2.0
2077,2.0,5.0
2078,4.0,3.0
2079,2.0,1.0
2080,1.0,2.0
2081,2.0,2.0
2082,4.0,4.0
2083,1.0,6.0
2084,2.0,4.0
2085,0.0,4.0
2086,1.0,6.0
2087,1.0,1.0
2088,1.0,5.0
2089,2.0,5.0
2090,2.0,5.0
2091,4.0,3.0
2092,1.0,4.0
2093,1.0,5.0
2094,3.0,1.0
2095,0.0,2.0
2096,3.0,5.0
2097,2.0,2.0
2098,0.0,6.0
2099,1.0,8.0
2100,3.0,3.0
