Year,Warm,Cold
2020,3.0,3.0
2021,2.0,5.0
2022,3.0,8.0
2023,2.0,4.0
2024,2.0,1.0
2025,1.0,5.0
2026,1.0,3.0
2027,2.0,1.0
2028,1.0,6.0
2029,4.0,4.0
2030,2.0,4.0
2031,3.0,3.0
2032,2.0,6.0
2033,2.0,2.0
2034,2.0,2.0
2035,3.0,5.0
2036,1.0,6.0
2037,1.0,3.0
2038,1.0,4.0
2039,0.0,5.0
2040,1.0,6.0
2041,2.0,5.0
2042,0.0,7.0
2043,3.0,2.0
2044,2.0,5.0
2045,4.0,4.0
2046,0.0,1.0
2047,2.0,3.0
2048,4.0,1.0
2049,0.0,3.0
2050,1.0,6.0
2051,2.0,6.0
2052,0.0,4.0
2053,3.0,5.0
2054,2.0,4.0
2055,2.0,4.0
2056,1.0,3.0
2057,1.0,4.0
2058,5.0,7.0
2059,2.0,4.0
2060,1.0,3.0
2061,2.0,2.0
2062,7.0,4.0
2063,0.0,3.0
2064,1.0,6.0
2065,4.0,5.0
2066,1.0,7.0
2067,2.0,4.0
2068,1.0,5.0
2069,2.0,7.0
2070,1.0,5.0
2071,1.0,2.0
2072,2.0,4.0
2073,1.0,5.0
2074,2.0,6.0
2075,1.0,4.0
2076,1.0,5.0
2077,1.0,3.0
2078,1.0,4.0
2079,2.0,3.0
2080,1.0,4.0
2081,0.0,2.0
2082,2.0,4.0
2083,0.0,4.0
2084,2.0,9.0
2085,3.0,4.0
2086,4.0,1.0
2087,1.0,6.0
2088,2.0,3.0
2089,1.0,3.0
2090,0.0,4.0
2091,1.0,5.0
2092,1.0,4.0
2093,2.0,3.0
2094,1.0,3.0
2095,2.0,4.0
2096,1.0,4.0
2097,2.0,6.0
2098,3.0,4.0
2099,2.0,3.0
2100,0.0,7.0
