Year,Warm,Cold
2020,1.0,2.0
2021,3.0,4.0
2022,3.0,3.0
2023,1.0,3.0
2024,1.0,3.0
2025,1.0,6.0
2026,1.0,1.0
2027,0.0,4.0
2028,2.0,1.0
2029,1.0,6.0
2030,1.0,5.0
2031,0.0,2.0
2032,3.0,6.0
2033,3.0,3.0
2034,1.0,3.0
2035,1.0,3.0
2036,3.0,1.0
2037,3.0,3.0
2038,0.0,9.0
2039,2.0,4.0
2040,1.0,4.0
2041,2.0,3.0
2042,1.0,2.0
2043,0.0,2.0
2044,2.0,3.0
2045,1.0,7.0
2046,0.0,2.0
2047,0.0,6.0
2048,4.0,7.0
2049,3.0,4.0
2050,0.0,2.0
2051,2.0,4.0
2052,1.0,0.0
2053,4.0,4.0
2054,1.0,3.0
2055,1.0,4.0
2056,1.0,4.0
2057,1.0,4.0
2058,1.0,1.0
2059,4.0,5.0
2060,2.0,1.0
2061,2.0,4.0
2062,1.0,3.0
2063,1.0,5.0
2064,2.0,7.0
2065,2.0,2.0
2066,3.0,3.0
2067,6.0,4.0
2068,3.0,2.0
2069,1.0,2.0
2070,1.0,5.0
2071,0.0,4.0
2072,1.0,3.0
2073,3.0,1.0
2074,2.0,2.0
2075,0.0,4.0
2076,1.0,2.0
2077,2.0,2.0
2078,1.0,8.0
2079,2.0,5.0
2080,3.0,3.0
2081,0.0,5.0
2082,1.0,5.0
2083,3.0,3.0
2084,3.0,1.0
2085,2.0,4.0
2086,1.0,4.0
2087,1.0,4.0
2088,2.0,7.0
2089,3.0,5.0
2090,0.0,4.0
2091,1.0,3.0
2092,2.0,4.0
2093,0.0,5.0
2094,3.0,6.0
2095,0.0,2.0
2096,1.0,2.0
2097,1.0,4.0
2098,2.0,5.0
2099,0.0,7.0
2100,2.0,3.0
