Year,Warm,Cold
2020,1.0,5.0
2021,2.0,4.0
2022,1.0,4.0
2023,1.0,2.0
2024,4.0,7.0
2025,1.0,3.0
2026,2.0,5.0
2027,1.0,1.0
2028,1.0,4.0
2029,1.0,9.0
2030,2.0,5.0
2031,0.0,5.0
2032,2.0,7.0
2033,0.0,4.0
2034,1.0,4.0
2035,2.0,5.0
2036,3.0,5.0
2037,1.0,2.0
2038,1.0,5.0
2039,1.0,6.0
2040,3.0,2.0
2041,1.0,4.0
2042,1.0,9.0
2043,2.0,2.0
2044,1.0,6.0
2045,3.0,6.0
2046,1.0,3.0
2047,2.0,8.0
2048,1.0,2.0
2049,1.0,5.0
2050,0.0,3.0
2051,2.0,1.0
2052,1.0,4.0
2053,3.0,8.0
2054,1.0,3.0
2055,2.0,8.0
2056,3.0,7.0
2057,2.0,3.0
2058,0.0,7.0
2059,1.0,6.0
2060,2.0,7.0
2061,2.0,5.0
2062,0.0,9.0
2063,0.0,2.0
2064,1.0,6.0
2065,3.0,7.0
2066,0.0,2.0
2067,2.0,2.0
2068,3.0,8.0
2069,2.0,4.0
2070,0.0,4.0
2071,1.0,3.0
2072,4.0,4.0
2073,2.0,1.0
2074,0.0,4.0
2075,1.0,1.0
2076,2.0,4.0
2077,1.0,4.0
2078,1.0,6.0
2079,3.0,6.0
2080,2.0,6.0
2081,0.0,10.0
2082,1.0,5.0
2083,1.0,3.0
2084,0.0,6.0
2085,0.0,4.0
2086,1.0,4.0
2087,2.0,7.0
2088,3.0,1.0
2089,0.0,3.0
2090,1.0,6.0
2091,1.0,4.0
2092,1.0,4.0
2093,0.0,7.0
2094,1.0,3.0
2095,1.0,6.0
2096,2.0,5.0
2097,2.0,4.0
2098,2.0,3.0
2099,0.0,4.0
2100,2.0,4.0
