Year,Warm,Cold
2020,3.0,2.0
2021,4.0,5.0
2022,1.0,4.0
2023,0.0,6.0
2024,1.0,5.0
2025,0.0,1.0
2026,5.0,2.0
2027,1.0,5.0
2028,2.0,2.0
2029,2.0,1.0
2030,0.0,3.0
2031,2.0,1.0
2032,1.0,3.0
2033,0.0,5.0
2034,1.0,2.0
2035,0.0,2.0
2036,3.0,8.0
2037,1.0,2.0
2038,1.0,2.0
2039,1.0,4.0
2040,1.0,8.0
2041,1.0,4.0
2042,3.0,7.0
2043,1.0,6.0
2044,3.0,3.0
2045,3.0,2.0
2046,1.0,5.0
2047,2.0,6.0
2048,0.0,3.0
2049,0.0,3.0
2050,0.0,7.0
2051,2.0,0.0
2052,1.0,2.0
2053,2.0,2.0
2054,1.0,5.0
2055,3.0,5.0
2056,3.0,3.0
2057,1.0,4.0
2058,0.0,7.0
2059,2.0,4.0
2060,2.0,2.0
2061,2.0,2.0
2062,1.0,6.0
2063,0.0,2.0
2064,2.0,3.0
2065,0.0,8.0
2066,2.0,9.0
2067,2.0,3.0
2068,2.0,6.0
2069,0.0,2.0
2070,2.0,3.0
2071,1.0,2.0
2072,3.0,4.0
2073,4.0,6.0
2074,0.0,4.0
2075,1.0,5.0
2076,4.0,2.0
2077,3.0,5.0
2078,2.0,4.0
2079,1.0,2.0
2080,0.0,9.0
2081,0.0,3.0
2082,1.0,6.0
2083,0.0,4.0
2084,3.0,3.0
2085,3.0,1.0
2086,0.0,3.0
2087,0.0,4.0
2088,3.0,4.0
2089,2.0,2.0
2090,0.0,5.0
2091,1.0,6.0
2092,3.0,1.0
2093,3.0,6.0
2094,1.0,3.0
2095,1.0,7.0
2096,2.0,6.0
2097,3.0,3.0
2098,1.0,5.0
2099,1.0,3.0
2100,3.0,7.0
