Year,Warm,Cold
2020,2.0,0.0
2021,3.0,2.0
2022,6.0,2.0
2023,0.0,3.0
2024,0.0,5.0
2025,1.0,1.0
2026,3.0,4.0
2027,2.0,2.0
2028,1.0,3.0
2029,1.0,3.0
2030,4.0,7.0
2031,4.0,1.0
2032,0.0,4.0
2033,3.0,10.0
2034,2.0,4.0
2035,3.0,2.0
2036,1.0,3.0
2037,2.0,3.0
2038,3.0,5.0
2039,1.0,7.0
2040,3.0,3.0
2041,0.0,5.0
2042,1.0,3.0
2043,0.0,1.0
2044,1.0,2.0
2045,2.0,3.0
2046,1.0,1.0
2047,3.0,5.0
2048,1.0,4.0
2049,1.0,2.0
2050,1.0,3.0
2051,2.0,0.0
2052,0.0,7.0
2053,0.0,1.0
2054,2.0,3.0
2055,4.0,7.0
2056,1.0,7.0
2057,0.0,1.0
2058,3.0,4.0
2059,1.0,7.0
2060,4.0,3.0
2061,2.0,2.0
2062,2.0,5.0
2063,4.0,7.0
2064,1.0,2.0
2065,3.0,6.0
2066,2.0,8.0
2067,0.0,3.0
2068,1.0,4.0
2069,2.0,3.0
2070,3.0,1.0
2071,3.0,2.0
2072,2.0,2.0
2073,2.0,3.0
2074,1.0,2.0
2075,1.0,3.0
2076,3.0,5.0
2077,1.0,6.0
2078,2.0,6.0
2079,1.0,4.0
2080,2.0,4.0
2081,2.0,6.0
2082,1.0,4.0
2083,2.0,3.0
2084,2.0,4.0
2085,2.0,4.0
2086,1.0,4.0
2087,2.0,8.0
2088,2.0,4.0
2089,2.0,8.0
2090,1.0,4.0
2091,7.0,3.0
2092,1.0,4.0
2093,1.0,4.0
2094,3.0,2.0
2095,4.0,6.0
2096,2.0,5.0
2097,0.0,4.0
2098,1.0,7.0
2099,0.0,4.0
2100,0.0,2.0
