Year,Warm,Cold
2020,0.0,1.0
2021,1.0,5.0
2022,2.0,3.0
2023,3.0,5.0
2024,1.0,7.0
2025,1.0,2.0
2026,2.0,7.0
2027,2.0,4.0
2028,0.0,5.0
2029,2.0,3.0
2030,2.0,3.0
2031,1.0,9.0
2032,1.0,4.0
2033,2.0,3.0
2034,1.0,3.0
2035,3.0,1.0
2036,1.0,9.0
2037,5.0,4.0
2038,1.0,8.0
2039,1.0,5.0
2040,1.0,1.0
2041,1.0,4.0
2042,2.0,5.0
2043,1.0,4.0
2044,3.0,8.0
2045,3.0,5.0
2046,0.0,5.0
2047,2.0,1.0
2048,1.0,4.0
2049,4.0,6.0
2050,1.0,7.0
2051,0.0,3.0
2052,2.0,4.0
2053,1.0,4.0
2054,0.0,6.0
2055,2.0,4.0
2056,1.0,6.0
2057,2.0,3.0
2058,0.0,6.0
2059,0.0,3.0
2060,1.0,4.0
2061,2.0,6.0
2062,2.0,2.0
2063,0.0,6.0
2064,0.0,0.0
2065,3.0,4.0
2066,2.0,2.0
2067,1.0,8.0
2068,1.0,4.0
2069,2.0,2.0
2070,2.0,5.0
2071,4.0,6.0
2072,2.0,3.0
2073,0.0,2.0
2074,0.0,8.0
2075,0.0,6.0
2076,4.0,5.0
2077,3.0,4.0
2078,0.0,1.0
2079,2.0,2.0
2080,2.0,4.0
2081,1.0,2.0
2082,3.0,7.0
2083,1.0,4.0
2084,2.0,7.0
2085,2.0,4.0
2086,2.0,2.0
2087,4.0,5.0
2088,1.0,2.0
2089,2.0,3.0
2090,3.0,4.0
2091,4.0,7.0
2092,3.0,4.0
2093,6.0,1.0
2094,3.0,12.0
2095,1.0,7.0
2096,2.0,4.0
2097,4.0,1.0
2098,0.0,2.0
2099,0.0,5.0
2100,2.0,5.0
