Year,Warm,Cold
2020,1.0,4.0
2021,3.0,9.0
2022,1.0,3.0
2023,1.0,4.0
2024,1.0,5.0
2025,0.0,5.0
2026,1.0,5.0
2027,2.0,1.0
2028,2.0,2.0
2029,3.0,6.0
2030,0.0,3.0
2031,1.0,3.0
2032,2.0,3.0
2033,3.0,1.0
2034,0.0,2.0
2035,1.0,3.0
2036,2.0,5.0
2037,1.0,2.0
2038,2.0,1.0
2039,1.0,7.0
2040,1.0,6.0
2041,2.0,5.0
2042,0.0,6.0
2043,2.0,3.0
2044,1.0,3.0
2045,1.0,5.0
2046,4.0,6.0
2047,2.0,4.0
2048,2.0,4.0
2049,2.0,3.0
2050,2.0,3.0
2051,2.0,2.0
2052,2.0,4.0
2053,1.0,0.0
2054,1.0,4.0
2055,3.0,1.0
2056,1.0,4.0
2057,2.0,6.0
2058,2.0,4.0
2059,4.0,4.0
2060,0.0,3.0
2061,3.0,4.0
2062,3.0,5.0
2063,2.0,4.0
2064,1.0,5.0
2065,3.0,2.0
2066,5.0,4.0
2067,2.0,3.0
2068,1.0,3.0
2069,0.0,2.0
2070,2.0,3.0
2071,2.0,3.0
2072,1.0,2.0
2073,2.0,4.0
2074,1.0,4.0
2075,4.0,7.0
2076,2.0,6.0
2077,4.0,9.0
2078,3.0,5.0
2079,5.0,7.0
2080,3.0,2.0
2081,3.0,1.0
2082,2.0,5.0
2083,1.0,4.0
2084,3.0,4.0
2085,1.0,2.0
2086,1.0,7.0
2087,1.0,5.0
2088,0.0,6.0
2089,0.0,7.0
2090,2.0,5.0
2091,2.0,4.0
2092,2.0,4.0
2093,5.0,4.0
2094,0.0,2.0
2095,0.0,7.0
2096,0.0,9.0
2097,1.0,3.0
2098,1.0,2.0
2099,0.0,1.0
2100,1.0,1.0
