Year,Warm,Cold
2020,0.0,4.0
2021,1.0,4.0
2022,2.0,4.0
2023,1.0,2.0
2024,2.0,5.0
2025,0.0,4.0
2026,2.0,5.0
2027,1.0,4.0
2028,1.0,7.0
2029,1.0,5.0
2030,1.0,2.0
2031,1.0,6.0
2032,3.0,4.0
2033,3.0,2.0
2034,0.0,6.0
2035,3.0,4.0
2036,1.0,2.0
2037,3.0,2.0
2038,0.0,5.0
2039,2.0,7.0
2040,1.0,7.0
2041,0.0,1.0
2042,1.0,2.0
2043,2.0,3.0
2044,2.0,2.0
2045,1.0,3.0
2046,0.0,5.0
2047,2.0,2.0
2048,2.0,6.0
2049,0.0,5.0
2050,1.0,3.0
2051,2.0,3.0
2052,0.0,5.0
2053,2.0,2.0
2054,0.0,3.0
2055,1.0,5.0
2056,2.0,3.0
2057,3.0,3.0
2058,1.0,4.0
2059,2.0,3.0
2060,1.0,2.0
2061,0.0,11.0
2062,0.0,4.0
2063,2.0,8.0
2064,0.0,9.0
2065,1.0,4.0
2066,3.0,5.0
2067,3.0,4.0
2068,2.0,2.0
2069,0.0,5.0
2070,2.0,3.0
2071,2.0,1.0
2072,1.0,4.0
2073,0.0,8.0
2074,3.0,9.0
2075,3.0,5.0
2076,0.0,4.0
2077,4.0,4.0
2078,1.0,7.0
2079,3.0,5.0
2080,1.0,2.0
2081,1.0,2.0
2082,3.0,4.0
2083,0.0,4.0
2084,2.0,7.0
2085,2.0,1.0
2086,4.0,5.0
2087,2.0,1.0
2088,1.0,6.0
2089,2.0,3.0
2090,2.0,4.0
2091,2.0,3.0
2092,2.0,3.0
2093,2.0,4.0
2094,0.0,4.0
2095,4.0,5.0
2096,2.0,2.0
2097,2.0,6.0
2098,3.0,6.0
2099,2.0,2.0
2100,3.0,8.0
