Year,Warm,Cold
2020,2.0,4.0
2021,0.0,8.0
2022,1.0,3.0
2023,3.0,3.0
2024,1.0,3.0
2025,2.0,7.0
2026,4.0,1.0
2027,1.0,6.0
2028,2.0,5.0
2029,2.0,4.0
2030,0.0,5.0
2031,2.0,8.0
2032,2.0,5.0
2033,0.0,6.0
2034,1.0,6.0
2035,2.0,3.0
2036,3.0,6.0
2037,2.0,1.0
2038,1.0,4.0
2039,0.0,2.0
2040,1.0,2.0
2041,0.0,2.0
2042,3.0,7.0
2043,0.0,4.0
2044,4.0,3.0
2045,1.0,2.0
2046,2.0,5.0
2047,2.0,4.0
2048,3.0,2.0
2049,0.0,6.0
2050,6.0,0.0
2051,0.0,3.0
2052,1.0,5.0
2053,3.0,7.0
2054,1.0,1.0
2055,0.0,4.0
2056,1.0,1.0
2057,1.0,3.0
2058,4.0,5.0
2059,3.0,3.0
2060,0.0,3.0
2061,1.0,6.0
2062,0.0,2.0
2063,1.0,5.0
2064,2.0,2.0
2065,1.0,2.0
2066,2.0,6.0
2067,1.0,7.0
2068,3.0,4.0
2069,0.0,3.0
2070,4.0,0.0
2071,0.0,3.0
2072,3.0,1.0
2073,1.0,2.0
2074,2.0,5.0
2075,2.0,4.0
2076,0.0,2.0
2077,0.0,2.0
2078,3.0,6.0
2079,2.0,3.0
2080,1.0,5.0
2081,0.0,2.0
2082,2.0,2.0
2083,0.0,7.0
2084,0.0,5.0
2085,1.0,3.0
2086,2.0,4.0
2087,0.0,3.0
2088,3.0,5.0
2089,1.0,2.0
2090,3.0,2.0
2091,1.0,4.0
2092,1.0,7.0
2093,0.0,4.0
2094,3.0,2.0
2095,4.0,3.0
2096,0.0,4.0
2097,1.0,4.0
2098,4.0,3.0
2099,0.0,0.0
2100,0.0,1.0
