Year,Warm,Cold
2020,1.0,3.0
2021,1.0,3.0
2022,1.0,4.0
2023,1.0,2.0
2024,0.0,1.0
2025,2.0,4.0
2026,4.0,2.0
2027,3.0,6.0
2028,2.0,3.0
2029,1.0,5.0
2030,2.0,4.0
2031,3.0,4.0
2032,2.0,5.0
2033,0.0,1.0
2034,1.0,3.0
2035,2.0,7.0
2036,0.0,6.0
2037,3.0,3.0
2038,0.0,8.0
2039,0.0,9.0
2040,1.0,6.0
2041,0.0,4.0
2042,2.0,3.0
2043,2.0,2.0
2044,2.0,5.0
2045,2.0,5.0
2046,0.0,4.0
2047,3.0,6.0
2048,0.0,5.0
2049,1.0,0.0
2050,3.0,9.0
2051,3.0,3.0
2052,2.0,4.0
2053,1.0,4.0
2054,1.0,8.0
2055,2.0,7.0
2056,3.0,2.0
2057,2.0,5.0
2058,2.0,6.0
2059,0.0,6.0
2060,2.0,4.0
2061,1.0,5.0
2062,1.0,7.0
2063,0.0,1.0
2064,0.0,2.0
2065,3.0,4.0
2066,1.0,4.0
2067,2.0,1.0
2068,3.0,2.0
2069,1.0,9.0
2070,4.0,1.0
2071,2.0,4.0
2072,1.0,3.0
2073,0.0,7.0
2074,0.0,6.0
2075,0.0,5.0
2076,1.0,4.0
2077,1.0,2.0
2078,1.0,6.0
2079,2.0,5.0
2080,1.0,2.0
2081,1.0,5.0
2082,2.0,5.0
2083,1.0,4.0
2084,0.0,6.0
2085,7.0,6.0
2086,2.0,0.0
2087,3.0,6.0
2088,2.0,6.0
2089,0.0,5.0
2090,1.0,7.0
2091,3.0,1.0
2092,1.0,1.0
2093,0.0,4.0
2094,0.0,2.0
2095,0.0,4.0
2096,1.0,3.0
2097,1.0,8.0
2098,0.0,4.0
2099,1.0,3.0
2100,4.0,3.0
