Year,Warm,Cold
2020,1.0,4.0
2021,0.0,5.0
2022,0.0,2.0
2023,1.0,4.0
2024,2.0,4.0
2025,2.0,4.0
2026,1.0,3.0
2027,0.0,3.0
2028,2.0,3.0
2029,4.0,7.0
2030,1.0,2.0
2031,3.0,3.0
2032,0.0,4.0
2033,2.0,3.0
2034,0.0,6.0
2035,1.0,5.0
2036,2.0,4.0
2037,0.0,5.0
2038,3.0,4.0
2039,4.0,6.0
2040,4.0,0.0
2041,2.0,4.0
2042,1.0,4.0
2043,1.0,1.0
2044,0.0,6.0
2045,1.0,4.0
2046,1.0,7.0
2047,1.0,5.0
2048,3.0,1.0
2049,2.0,8.0
2050,1.0,4.0
2051,3.0,3.0
2052,0.0,7.0
2053,0.0,6.0
2054,0.0,6.0
2055,2.0,8.0
2056,1.0,2.0
2057,1.0,3.0
2058,1.0,4.0
2059,2.0,0.0
2060,1.0,3.0
2061,0.0,7.0
2062,2.0,1.0
2063,2.0,4.0
2064,1.0,7.0
2065,1.0,6.0
2066,1.0,7.0
2067,1.0,5.0
2068,3.0,5.0
2069,0.0,4.0
2070,2.0,1.0
2071,0.0,0.0
2072,2.0,8.0
2073,1.0,4.0
2074,1.0,0.0
2075,1.0,8.0
2076,1.0,3.0
2077,2.0,4.0
2078,0.0,4.0
2079,3.0,5.0
2080,2.0,3.0
2081,3.0,3.0
2082,1.0,2.0
2083,0.0,5.0
2084,3.0,3.0
2085,2.0,3.0
2086,2.0,1.0
2087,2.0,2.0
2088,2.0,4.0
2089,2.0,3.0
2090,3.0,2.0
2091,4.0,4.0
2092,3.0,4.0
2093,0.0,2.0
2094,4.0,1.0
2095,0.0,4.0
2096,0.0,3.0
2097,3.0,2.0
2098,1.0,3.0
2099,0.0,7.0
2100,1.0,2.0
