Year,Warm,Cold
2020,2.0,4.0
2021,1.0,4.0
2022,1.0,3.0
2023,2.0,4.0
2024,2.0,5.0
2025,2.0,5.0
2026,3.0,6.0
2027,0.0,3.0
2028,1.0,2.0
2029,1.0,3.0
2030,2.0,4.0
2031,1.0,4.0
2032,1.0,6.0
2033,2.0,5.0
2034,2.0,5.0
2035,2.0,4.0
2036,1.0,6.0
2037,1.0,6.0
2038,1.0,6.0
2039,2.0,11.0
2040,1.0,3.0
2041,0.0,2.0
2042,1.0,3.0
2043,1.0,6.0
2044,1.0,1.0
2045,4.0,2.0
2046,3.0,1.0
2047,5.0,4.0
2048,2.0,6.0
2049,1.0,2.0
2050,0.0,12.0
2051,1.0,4.0
2052,0.0,4.0
2053,2.0,1.0
2054,0.0,5.0
2055,2.0,3.0
2056,1.0,6.0
2057,0.0,5.0
2058,0.0,5.0
2059,2.0,7.0
2060,0.0,4.0
2061,0.0,9.0
2062,2.0,6.0
2063,2.0,3.0
2064,0.0,6.0
2065,3.0,5.0
2066,2.0,2.0
2067,0.0,4.0
2068,1.0,4.0
2069,2.0,5.0
2070,2.0,7.0
2071,2.0,3.0
2072,2.0,4.0
2073,1.0,5.0
2074,2.0,3.0
2075,3.0,3.0
2076,3.0,4.0
2077,4.0,5.0
2078,0.0,9.0
2079,1.0,5.0
2080,1.0,5.0
2081,2.0,2.0
2082,3.0,4.0
2083,2.0,6.0
2084,0.0,3.0
2085,0.0,1.0
2086,3.0,3.0
2087,2.0,2.0
2088,0.0,6.0
2089,2.0,8.0
2090,2.0,3.0
2091,2.0,2.0
2092,2.0,5.0
2093,2.0,3.0
2094,0.0,4.0
2095,1.0,6.0
2096,3.0,2.0
2097,1.0,4.0
2098,2.0,5.0
2099,1.0,8.0
2100,2.0,5.0
