Year,Warm,Cold
2020,0.0,3.0
2021,1.0,4.0
2022,1.0,2.0
2023,0.0,2.0
2024,3.0,4.0
2025,1.0,4.0
2026,1.0,6.0
2027,2.0,1.0
2028,2.0,2.0
2029,0.0,6.0
2030,1.0,5.0
2031,2.0,4.0
2032,1.0,4.0
2033,0.0,3.0
2034,1.0,6.0
2035,2.0,4.0
2036,4.0,4.0
2037,3.0,6.0
2038,1.0,4.0
2039,3.0,1.0
2040,2.0,3.0
2041,2.0,3.0
2042,2.0,2.0
2043,1.0,5.0
2044,3.0,8.0
2045,2.0,7.0
2046,3.0,4.0
2047,0.0,2.0
2048,1.0,4.0
2049,2.0,1.0
2050,0.0,3.0
2051,1.0,2.0
2052,1.0,4.0
2053,1.0,2.0
2054,1.0,4.0
2055,4.0,5.0
2056,1.0,5.0
2057,4.0,3.0
2058,1.0,2.0
2059,1.0,2.0
2060,2.0,2.0
2061,4.0,7.0
2062,1.0,6.0
2063,3.0,6.0
2064,2.0,2.0
2065,0.0,5.0
2066,2.0,3.0
2067,3.0,4.0
2068,2.0,1.0
2069,0.0,2.0
2070,1.0,6.0
2071,1.0,2.0
2072,1.0,3.0
2073,2.0,6.0
2074,0.0,6.0
2075,4.0,9.0
2076,2.0,2.0
2077,1.0,6.0
2078,3.0,4.0
2079,1.0,3.0
2080,2.0,9.0
2081,1.0,2.0
2082,1.0,6.0
2083,3.0,4.0
2084,2.0,2.0
2085,0.0,7.0
2086,2.0,6.0
2087,0.0,5.0
2088,2.0,6.0
2089,1.0,6.0
2090,1.0,5.0
2091,2.0,0.0
2092,3.0,8.0
2093,2.0,3.0
2094,0.0,8.0
2095,2.0,5.0
2096,2.0,3.0
2097,3.0,1.0
2098,3.0,6.0
2099,1.0,3.0
2100,0.0,4.0
