Year,Warm,Cold
2020,1.0,4.0
2021,0.0,5.0
2022,2.0,4.0
2023,4.0,12.0
2024,1.0,9.0
2025,2.0,3.0
2026,3.0,5.0
2027,0.0,1.0
2028,2.0,5.0
2029,3.0,3.0
2030,2.0,6.0
2031,3.0,1.0
2032,2.0,6.0
2033,2.0,3.0
2034,1.0,6.0
2035,0.0,5.0
2036,2.0,11.0
2037,5.0,8.0
2038,2.0,4.0
2039,5.0,2.0
2040,0.0,4.0
2041,1.0,4.0
2042,1.0,1.0
2043,1.0,4.0
2044,0.0,2.0
2045,1.0,4.0
2046,0.0,5.0
2047,0.0,5.0
2048,4.0,2.0
2049,2.0,5.0
2050,0.0,6.0
2051,0.0,6.0
2052,1.0,3.0
2053,1.0,7.0
2054,0.0,6.0
2055,1.0,6.0
2056,2.0,5.0
2057,2.0,4.0
2058,2.0,4.0
2059,1.0,3.0
2060,2.0,3.0
2061,2.0,2.0
2062,1.0,6.0
2063,1.0,4.0
2064,1.0,6.0
2065,3.0,3.0
2066,1.0,2.0
2067,0.0,3.0
2068,2.0,1.0
2069,1.0,4.0
2070,1.0,7.0
2071,3.0,5.0
2072,2.0,5.0
2073,2.0,3.0
2074,5.0,5.0
2075,1.0,5.0
2076,2.0,0.0
2077,1.0,5.0
2078,1.0,4.0
2079,2.0,5.0
2080,2.0,6.0
2081,2.0,4.0
2082,0.0,5.0
2083,1.0,4.0
2084,0.0,3.0
2085,0.0,5.0
2086,0.0,4.0
2087,1.0,5.0
2088,1.0,1.0
2089,3.0,3.0
2090,0.0,4.0
2091,3.0,2.0
2092,0.0,5.0
2093,1.0,3.0
2094,1.0,4.0
2095,0.0,5.0
2096,0.0,5.0
2097,1.0,1.0
2098,0.0,4.0
2099,3.0,6.0
2100,3.0,3.0
