Year,Warm,Cold
2020,2.0,2.0
2021,0.0,2.0
2022,2.0,4.0
2023,0.0,2.0
2024,1.0,4.0
2025,1.0,4.0
2026,0.0,4.0
2027,1.0,10.0
2028,2.0,7.0
2029,3.0,4.0
2030,2.0,1.0
2031,1.0,4.0
2032,1.0,2.0
2033,1.0,2.0
2034,2.0,6.0
2035,0.0,4.0
2036,0.0,4.0
2037,1.0,9.0
2038,1.0,5.0
2039,3.0,3.0
2040,2.0,2.0
2041,3.0,2.0
2042,3.0,4.0
2043,1.0,3.0
2044,0.0,4.0
2045,3.0,3.0
2046,5.0,9.0
2047,3.0,2.0
2048,3.0,8.0
2049,0.0,5.0
2050,1.0,3.0
2051,0.0,5.0
2052,1.0,5.0
2053,0.0,2.0
2054,4.0,2.0
2055,1.0,3.0
2056,4.0,4.0
2057,1.0,1.0
2058,2.0,7.0
2059,2.0,3.0
2060,1.0,1.0
2061,1.0,3.0
2062,3.0,4.0
2063,0.0,3.0
2064,1.0,2.0
2065,1.0,4.0
2066,0.0,4.0
2067,2.0,3.0
2068,3.0,5.0
2069,4.0,5.0
2070,3.0,5.0
2071,1.0,3.0
2072,0.0,2.0
2073,3.0,3.0
2074,2.0,4.0
2075,2.0,4.0
2076,0.0,8.0
2077,0.0,3.0
2078,2.0,4.0
2079,0.0,7.0
2080,0.0,4.0
2081,3.0,1.0
2082,2.0,4.0
2083,0.0,3.0
2084,1.0,2.0
2085,1.0,3.0
2086,1.0,3.0
2087,0.0,4.0
2088,2.0,5.0
2089,0.0,2.0
2090,0.0,3.0
2091,1.0,6.0
2092,1.0,5.0
2093,2.0,1.0
2094,1.0,3.0
2095,0.0,7.0
2096,2.0,5.0
2097,1.0,4.0
2098,2.0,4.0
2099,5.0,3.0
2100,0.0,4.0
