Year,Warm,Cold
2020,1.0,1.0
2021,2.0,2.0
2022,2.0,5.0
2023,1.0,3.0
2024,1.0,3.0
2025,1.0,4.0
2026,0.0,4.0
2027,3.0,6.0
2028,1.0,6.0
2029,1.0,3.0
2030,0.0,1.0
2031,1.0,6.0
2032,1.0,3.0
2033,0.0,7.0
2034,1.0,2.0
2035,2.0,4.0
2036,1.0,6.0
2037,2.0,3.0
2038,1.0,3.0
2039,3.0,7.0
2040,0.0,9.0
2041,1.0,3.0
2042,1.0,4.0
2043,1.0,3.0
2044,2.0,3.0
2045,2.0,5.0
2046,2.0,6.0
2047,3.0,1.0
2048,2.0,3.0
2049,0.0,4.0
2050,1.0,4.0
2051,2.0,1.0
2052,4.0,4.0
2053,3.0,7.0
2054,2.0,4.0
2055,0.0,4.0
2056,0.0,2.0
2057,2.0,4.0
2058,0.0,4.0
2059,1.0,7.0
2060,2.0,4.0
2061,0.0,4.0
2062,2.0,3.0
2063,1.0,3.0
2064,2.0,2.0
2065,2.0,5.0
2066,2.0,3.0
2067,3.0,5.0
2068,1.0,4.0
2069,3.0,9.0
2070,1.0,6.0
2071,0.0,7.0
2072,2.0,3.0
2073,2.0,6.0
2074,2.0,2.0
2075,3.0,6.0
2076,1.0,2.0
2077,2.0,2.0
2078,2.0,2.0
2079,1.0,3.0
2080,2.0,6.0
2081,2.0,0.0
2082,2.0,3.0
2083,0.0,6.0
2084,2.0,1.0
2085,0.0,3.0
2086,1.0,4.0
2087,1.0,9.0
2088,1.0,3.0
2089,2.0,4.0
2090,2.0,1.0
2091,0.0,4.0
2092,4.0,4.0
2093,3.0,3.0
2094,1.0,6.0
2095,0.0,7.0
2096,1.0,3.0
2097,3.0,2.0
2098,1.0,6.0
2099,1.0,4.0
2100,0.0,9.0
