Year,Warm,Cold
2020,0.0,3.0
2021,3.0,7.0
2022,0.0,4.0
2023,3.0,3.0
2024,2.0,3.0
2025,1.0,1.0
2026,3.0,8.0
2027,0.0,3.0
2028,0.0,7.0
2029,2.0,2.0
2030,0.0,6.0
2031,1.0,3.0
2032,1.0,4.0
2033,3.0,4.0
2034,1.0,7.0
2035,2.0,4.0
2036,1.0,1.0
2037,2.0,5.0
2038,0.0,2.0
2039,1.0,10.0
2040,2.0,3.0
2041,0.0,9.0
2042,1.0,3.0
2043,1.0,2.0
2044,1.0,9.0
2045,1.0,1.0
2046,1.0,6.0
2047,1.0,3.0
2048,1.0,4.0
2049,0.0,6.0
2050,1.0,2.0
2051,1.0,3.0
2052,1.0,6.0
2053,2.0,5.0
2054,2.0,3.0
2055,1.0,2.0
2056,0.0,6.0
2057,2.0,8.0
2058,1.0,0.0
2059,4.0,1.0
2060,0.0,4.0
2061,3.0,2.0
2062,0.0,5.0
2063,0.0,7.0
2064,0.0,2.0
2065,1.0,6.0
2066,3.0,4.0
2067,4.0,6.0
2068,0.0,2.0
2069,2.0,1.0
2070,0.0,5.0
2071,0.0,5.0
2072,2.0,5.0
2073,1.0,6.0
2074,1.0,2.0
2075,0.0,4.0
2076,1.0,2.0
2077,3.0,2.0
2078,1.0,2.0
2079,4.0,5.0
2080,2.0,4.0
2081,1.0,7.0
2082,0.0,2.0
2083,0.0,1.0
2084,3.0,3.0
2085,2.0,3.0
2086,1.0,4.0
2087,1.0,4.0
2088,0.0,4.0
2089,2.0,2.0
2090,3.0,4.0
2091,2.0,4.0
2092,2.0,9.0
2093,2.0,4.0
2094,0.0,2.0
2095,1.0,1.0
2096,3.0,7.0
2097,1.0,1.0
2098,1.0,4.0
2099,1.0,5.0
2100,3.0,1.0
