Year,Warm,Cold
2020,3.0,3.0
2021,1.0,5.0
2022,2.0,1.0
2023,2.0,4.0
2024,0.0,2.0
2025,2.0,2.0
2026,0.0,3.0
2027,3.0,1.0
2028,5.0,5.0
2029,0.0,1.0
2030,0.0,4.0
2031,2.0,6.0
2032,1.0,6.0
2033,1.0,5.0
2034,0.0,5.0
2035,4.0,9.0
2036,0.0,3.0
2037,3.0,4.0
2038,0.0,3.0
2039,4.0,4.0
2040,2.0,10.0
2041,0.0,4.0
2042,3.0,6.0
2043,1.0,3.0
2044,1.0,5.0
2045,1.0,3.0
2046,1.0,3.0
2047,1.0,4.0
2048,4.0,7.0
2049,0.0,1.0
2050,2.0,3.0
2051,2.0,5.0
2052,0.0,9.0
2053,0.0,3.0
2054,1.0,4.0
2055,3.0,3.0
2056,0.0,3.0
2057,0.0,3.0
2058,4.0,5.0
2059,2.0,2.0
2060,1.0,4.0
2061,1.0,5.0
2062,1.0,8.0
2063,1.0,1.0
2064,0.0,3.0
2065,4.0,4.0
2066,2.0,3.0
2067,3.0,3.0
2068,0.0,4.0
2069,1.0,5.0
2070,2.0,3.0
2071,1.0,5.0
2072,0.0,5.0
2073,0.0,5.0
2074,3.0,3.0
2075,2.0,7.0
2076,1.0,1.0
2077,1.0,6.0
2078,2.0,5.0
2079,3.0,5.0
2080,1.0,6.0
2081,1.0,5.0
2082,3.0,4.0
2083,0.0,5.0
2084,5.0,6.0
2085,3.0,2.0
2086,1.0,5.0
2087,1.0,4.0
2088,0.0,4.0
2089,0.0,1.0
2090,0.0,7.0
2091,0.0,5.0
2092,3.0,2.0
2093,2.0,4.0
2094,0.0,2.0
2095,0.0,5.0
2096,2.0,2.0
2097,1.0,6.0
2098,1.0,7.0
2099,1.0,3.0
2100,2.0,3.0
