Year,Warm,Cold
2020,3.0,6.0
2021,1.0,5.0
2022,1.0,5.0
2023,0.0,2.0
2024,1.0,2.0
2025,1.0,6.0
2026,2.0,8.0
2027,3.0,2.0
2028,3.0,2.0
2029,1.0,2.0
2030,2.0,5.0
2031,3.0,6.0
2032,4.0,7.0
2033,1.0,3.0
2034,1.0,4.0
2035,2.0,4.0
2036,2.0,4.0
2037,2.0,3.0
2038,1.0,7.0
2039,2.0,1.0
2040,2.0,1.0
2041,3.0,1.0
2042,2.0,5.0
2043,0.0,3.0
2044,1.0,5.0
2045,1.0,9.0
2046,1.0,2.0
2047,0.0,9.0
2048,2.0,2.0
2049,0.0,3.0
2050,0.0,3.0
2051,2.0,6.0
2052,0.0,5.0
2053,0.0,1.0
2054,2.0,1.0
2055,0.0,5.0
2056,3.0,2.0
2057,1.0,8.0
2058,2.0,7.0
2059,1.0,5.0
2060,1.0,4.0
2061,1.0,8.0
2062,1.0,4.0
2063,3.0,6.0
2064,1.0,8.0
2065,1.0,5.0
2066,4.0,2.0
2067,0.0,2.0
2068,1.0,6.0
2069,1.0,1.0
2070,2.0,6.0
2071,0.0,4.0
2072,3.0,1.0
2073,2.0,4.0
2074,1.0,2.0
2075,2.0,1.0
2076,1.0,5.0
2077,5.0,6.0
2078,2.0,3.0
2079,1.0,8.0
2080,1.0,1.0
2081,1.0,3.0
2082,1.0,3.0
2083,1.0,2.0
2084,2.0,6.0
2085,2.0,4.0
2086,1.0,6.0
2087,4.0,3.0
2088,5.0,3.0
2089,1.0,13.0
2090,0.0,1.0
2091,1.0,3.0
2092,1.0,5.0
2093,3.0,2.0
2094,2.0,3.0
2095,0.0,5.0
2096,1.0,1.0
2097,2.0,6.0
2098,1.0,4.0
2099,2.0,2.0
2100,1.0,4.0
