Year,Warm,Cold
2020,0.0,4.0
2021,3.0,3.0
2022,2.0,2.0
2023,2.0,3.0
2024,1.0,8.0
2025,1.0,6.0
2026,3.0,6.0
2027,1.0,3.0
2028,2.0,5.0
2029,2.0,5.0
2030,2.0,5.0
2031,2.0,4.0
2032,0.0,4.0
2033,1.0,7.0
2034,3.0,2.0
2035,0.0,1.0
2036,6.0,6.0
2037,1.0,4.0
2038,2.0,3.0
2039,0.0,3.0
2040,2.0,1.0
2041,3.0,6.0
2042,1.0,3.0
2043,3.0,4.0
2044,1.0,7.0
2045,1.0,2.0
2046,1.0,4.0
2047,1.0,4.0
2048,2.0,1.0
2049,1.0,0.0
2050,2.0,5.0
2051,1.0,5.0
2052,3.0,3.0
2053,1.0,3.0
2054,2.0,4.0
2055,2.0,5.0
2056,1.0,0.0
2057,3.0,3.0
2058,0.0,7.0
2059,2.0,6.0
2060,1.0,2.0
2061,1.0,2.0
2062,1.0,2.0
2063,5.0,5.0
2064,1.0,5.0
2065,1.0,4.0
2066,1.0,6.0
2067,1.0,1.0
2068,1.0,4.0
2069,3.0,3.0
2070,1.0,5.0
2071,4.0,4.0
2072,0.0,3.0
2073,0.0,5.0
2074,3.0,2.0
2075,3.0,4.0
2076,1.0,1.0
2077,1.0,3.0
2078,2.0,4.0
2079,2.0,1.0
2080,2.0,6.0
2081,2.0,5.0
2082,3.0,7.0
2083,0.0,5.0
2084,1.0,5.0
2085,0.0,1.0
2086,1.0,6.0
2087,1.0,1.0
2088,1.0,3.0
2089,4.0,2.0
2090,1.0,0.0
2091,2.0,3.0
2092,0.0,3.0
2093,1.0,2.0
2094,1.0,4.0
2095,0.0,3.0
2096,2.0,3.0
2097,2.0,4.0
2098,1.0,8.0
2099,0.0,4.0
2100,1.0,3.0
