Year,Warm,Cold
2020,0.0,3.0
2021,0.0,4.0
2022,0.0,0.0
2023,0.0,2.0
2024,1.0,1.0
2025,1.0,2.0
2026,3.0,5.0
2027,0.0,4.0
2028,0.0,1.0
2029,1.0,4.0
2030,0.0,3.0
2031,1.0,4.0
2032,0.0,8.0
2033,5.0,6.0
2034,0.0,4.0
2035,2.0,6.0
2036,0.0,3.0
2037,0.0,4.0
2038,2.0,6.0
2039,2.0,5.0
2040,2.0,4.0
2041,0.0,6.0
2042,2.0,7.0
2043,2.0,7.0
2044,3.0,2.0
2045,2.0,3.0
2046,0.0,5.0
2047,1.0,5.0
2048,3.0,1.0
2049,1.0,5.0
2050,5.0,2.0
2051,1.0,1.0
2052,2.0,3.0
2053,2.0,4.0
2054,2.0,6.0
2055,1.0,4.0
2056,2.0,8.0
2057,1.0,2.0
2058,1.0,3.0
2059,0.0,6.0
2060,1.0,1.0
2061,1.0,3.0
2062,2.0,4.0
2063,1.0,4.0
2064,4.0,6.0
2065,4.0,5.0
2066,1.0,3.0
2067,3.0,8.0
2068,2.0,2.0
2069,1.0,4.0
2070,0.0,3.0
2071,0.0,6.0
2072,2.0,6.0
2073,2.0,5.0
2074,0.0,2.0
2075,1.0,3.0
2076,1.0,6.0
2077,0.0,3.0
2078,1.0,2.0
2079,2.0,4.0
2080,0.0,2.0
2081,1.0,8.0
2082,1.0,3.0
2083,3.0,2.0
2084,3.0,4.0
2085,0.0,6.0
2086,2.0,3.0
2087,2.0,2.0
2088,0.0,4.0
2089,1.0,4.0
2090,1.0,3.0
2091,2.0,4.0
2092,1.0,4.0
2093,0.0,1.0
2094,1.0,7.0
2095,3.0,2.0
2096,1.0,5.0
2097,0.0,6.0
2098,1.0,10.0
2099,0.0,5.0
2100,2.0,5.0
