Year,Warm,Cold
2020,2.0,4.0
2021,2.0,6.0
2022,0.0,3.0
2023,2.0,6.0
2024,1.0,9.0
2025,2.0,3.0
2026,1.0,4.0
2027,1.0,6.0
2028,0.0,3.0
2029,2.0,8.0
2030,0.0,4.0
2031,1.0,2.0
2032,3.0,2.0
2033,1.0,3.0
2034,1.0,6.0
2035,0.0,5.0
2036,1.0,4.0
2037,3.0,6.0
2038,1.0,4.0
2039,5.0,3.0
2040,2.0,6.0
2041,3.0,7.0
2042,2.0,3.0
2043,0.0,5.0
2044,2.0,2.0
2045,3.0,1.0
2046,2.0,2.0
2047,0.0,6.0
2048,1.0,3.0
2049,0.0,2.0
2050,1.0,4.0
2051,1.0,1.0
2052,1.0,8.0
2053,1.0,3.0
2054,1.0,5.0
2055,2.0,6.0
2056,0.0,3.0
2057,0.0,2.0
2058,1.0,3.0
2059,1.0,5.0
2060,1.0,3.0
2061,2.0,5.0
2062,1.0,1.0
2063,2.0,5.0
2064,1.0,1.0
2065,1.0,4.0
2066,1.0,5.0
2067,5.0,2.0
2068,0.0,5.0
2069,2.0,4.0
2070,3.0,6.0
2071,2.0,3.0
2072,2.0,4.0
2073,0.0,6.0
2074,5.0,3.0
2075,1.0,5.0
2076,0.0,1.0
2077,1.0,5.0
2078,2.0,5.0
2079,1.0,3.0
2080,1.0,6.0
2081,1.0,2.0
2082,0.0,5.0
2083,1.0,4.0
2084,2.0,4.0
2085,1.0,5.0
2086,1.0,4.0
2087,0.0,3.0
2088,1.0,8.0
2089,3.0,7.0
2090,1.0,5.0
2091,0.0,2.0
2092,1.0,4.0
2093,2.0,3.0
2094,1.0,1.0
2095,3.0,1.0
2096,0.0,3.0
2097,1.0,3.0
2098,2.0,9.0
2099,3.0,3.0
2100,0.0,5.0
