Year,Warm,Cold
2020,2.0,6.0
2021,4.0,5.0
2022,0.0,8.0
2023,3.0,7.0
2024,0.0,4.0
2025,4.0,3.0
2026,2.0,3.0
2027,4.0,5.0
2028,2.0,4.0
2029,1.0,9.0
2030,3.0,2.0
2031,4.0,3.0
2032,2.0,1.0
2033,3.0,3.0
2034,1.0,1.0
2035,2.0,5.0
2036,3.0,8.0
2037,2.0,3.0
2038,2.0,4.0
2039,1.0,4.0
2040,3.0,5.0
2041,1.0,4.0
2042,1.0,5.0
2043,1.0,6.0
2044,3.0,4.0
2045,2.0,3.0
2046,0.0,2.0
2047,0.0,5.0
2048,0.0,3.0
2049,1.0,5.0
2050,0.0,5.0
2051,1.0,4.0
2052,0.0,7.0
2053,2.0,7.0
2054,0.0,7.0
2055,2.0,3.0
2056,0.0,8.0
2057,1.0,2.0
2058,1.0,4.0
2059,2.0,9.0
2060,1.0,6.0
2061,4.0,2.0
2062,0.0,4.0
2063,2.0,2.0
2064,2.0,7.0
2065,0.0,5.0
2066,0.0,4.0
2067,1.0,3.0
2068,2.0,3.0
2069,2.0,4.0
2070,1.0,2.0
2071,2.0,5.0
2072,1.0,4.0
2073,0.0,2.0
2074,2.0,4.0
2075,0.0,0.0
2076,1.0,8.0
2077,2.0,4.0
2078,1.0,2.0
2079,2.0,6.0
2080,1.0,3.0
2081,0.0,7.0
2082,4.0,5.0
2083,1.0,3.0
2084,2.0,4.0
2085,0.0,2.0
2086,3.0,6.0
2087,2.0,4.0
2088,1.0,3.0
2089,2.0,6.0
2090,3.0,6.0
2091,2.0,3.0
2092,3.0,4.0
2093,0.0,4.0
2094,0.0,4.0
2095,3.0,8.0
2096,0.0,12.0
2097,3.0,3.0
2098,1.0,8.0
2099,2.0,3.0
2100,1.0,4.0
