Year,Warm,Cold
2020,0.0,2.0
2021,4.0,2.0
2022,3.0,3.0
2023,2.0,5.0
2024,1.0,3.0
2025,1.0,4.0
2026,1.0,3.0
2027,2.0,8.0
2028,2.0,3.0
2029,0.0,5.0
2030,5.0,8.0
2031,1.0,2.0
2032,2.0,2.0
2033,1.0,5.0
2034,0.0,6.0
2035,1.0,4.0
2036,0.0,5.0
2037,2.0,3.0
2038,1.0,4.0
2039,1.0,5.0
2040,4.0,1.0
2041,6.0,3.0
2042,1.0,5.0
2043,1.0,5.0
2044,3.0,6.0
2045,1.0,2.0
2046,2.0,5.0
2047,1.0,3.0
2048,1.0,5.0
2049,0.0,6.0
2050,1.0,8.0
2051,0.0,5.0
2052,5.0,1.0
2053,2.0,10.0
2054,2.0,0.0
2055,0.0,5.0
2056,1.0,3.0
2057,2.0,3.0
2058,4.0,4.0
2059,1.0,8.0
2060,1.0,3.0
2061,2.0,1.0
2062,0.0,6.0
2063,1.0,4.0
2064,0.0,7.0
2065,2.0,4.0
2066,2.0,3.0
2067,0.0,5.0
2068,2.0,6.0
2069,1.0,0.0
2070,1.0,4.0
2071,0.0,4.0
2072,1.0,5.0
2073,1.0,6.0
2074,1.0,5.0
2075,3.0,4.0
2076,3.0,5.0
2077,0.0,3.0
2078,1.0,4.0
2079,3.0,4.0
2080,0.0,2.0
2081,0.0,3.0
2082,5.0,3.0
2083,3.0,2.0
2084,1.0,7.0
2085,1.0,4.0
2086,2.0,2.0
2087,1.0,8.0
2088,0.0,3.0
2089,3.0,4.0
2090,0.0,5.0
2091,2.0,2.0
2092,2.0,8.0
2093,2.0,6.0
2094,2.0,3.0
2095,1.0,2.0
2096,1.0,6.0
2097,1.0,6.0
2098,4.0,6.0
2099,0.0,5.0
2100,1.0,4.0
