Year,Warm,Cold
2020,4.0,3.0
2021,0.0,4.0
2022,1.0,6.0
2023,2.0,7.0
2024,2.0,5.0
2025,0.0,9.0
2026,2.0,6.0
2027,0.0,3.0
2028,1.0,1.0
2029,3.0,5.0
2030,4.0,5.0
2031,4.0,2.0
2032,3.0,4.0
2033,3.0,3.0
2034,1.0,5.0
2035,3.0,4.0
2036,0.0,8.0
2037,5.0,4.0
2038,1.0,6.0
2039,2.0,4.0
2040,1.0,4.0
2041,0.0,7.0
2042,1.0,7.0
2043,0.0,4.0
2044,1.0,4.0
2045,2.0,1.0
2046,1.0,6.0
2047,1.0,3.0
2048,3.0,5.0
2049,3.0,9.0
2050,1.0,4.0
2051,0.0,2.0
2052,0.0,7.0
2053,1.0,5.0
2054,0.0,4.0
2055,3.0,4.0
2056,0.0,5.0
2057,2.0,9.0
2058,1.0,3.0
2059,0.0,4.0
2060,4.0,3.0
2061,2.0,4.0
2062,0.0,6.0
2063,3.0,5.0
2064,1.0,3.0
2065,0.0,5.0
2066,0.0,5.0
2067,2.0,6.0
2068,2.0,7.0
2069,0.0,5.0
2070,1.0,2.0
2071,1.0,5.0
2072,1.0,4.0
2073,4.0,5.0
2074,4.0,5.0
2075,2.0,0.0
2076,2.0,3.0
2077,0.0,4.0
2078,3.0,2.0
2079,1.0,5.0
2080,1.0,2.0
2081,1.0,4.0
2082,4.0,1.0
2083,3.0,5.0
2084,2.0,8.0
2085,1.0,3.0
2086,2.0,3.0
2087,2.0,3.0
2088,1.0,8.0
2089,1.0,2.0
2090,4.0,4.0
2091,2.0,7.0
2092,2.0,2.0
2093,1.0,2.0
2094,1.0,3.0
2095,1.0,4.0
2096,4.0,4.0
2097,1.0,2.0
2098,2.0,2.0
2099,1.0,6.0
2100,3.0,5.0
