Year,Warm,Cold
2020,1.0,6.0
2021,2.0,3.0
2022,2.0,7.0
2023,1.0,1.0
2024,1.0,5.0
2025,1.0,4.0
2026,1.0,6.0
2027,2.0,3.0
2028,4.0,2.0
2029,1.0,7.0
2030,0.0,4.0
2031,1.0,2.0
2032,3.0,2.0
2033,2.0,4.0
2034,0.0,5.0
2035,1.0,8.0
2036,1.0,3.0
2037,0.0,0.0
2038,1.0,4.0
2039,1.0,6.0
2040,0.0,8.0
2041,2.0,3.0
2042,3.0,3.0
2043,1.0,6.0
2044,0.0,4.0
2045,2.0,6.0
2046,2.0,4.0
2047,2.0,2.0
2048,4.0,7.0
2049,1.0,1.0
2050,1.0,3.0
2051,0.0,2.0
2052,2.0,4.0
2053,1.0,5.0
2054,4.0,4.0
2055,2.0,3.0
2056,0.0,1.0
2057,2.0,4.0
2058,0.0,2.0
2059,1.0,4.0
2060,2.0,3.0
2061,0.0,1.0
2062,1.0,3.0
2063,1.0,4.0
2064,1.0,2.0
2065,2.0,4.0
2066,2.0,7.0
2067,0.0,4.0
2068,0.0,2.0
2069,1.0,3.0
2070,2.0,7.0
2071,1.0,4.0
2072,0.0,4.0
2073,0.0,5.0
2074,0.0,5.0
2075,5.0,3.0
2076,2.0,4.0
2077,0.0,8.0
2078,1.0,5.0
2079,1.0,4.0
2080,2.0,4.0
2081,0.0,6.0
2082,2.0,3.0
2083,0.0,8.0
2084,2.0,5.0
2085,4.0,4.0
2086,1.0,4.0
2087,1.0,2.0
2088,0.0,4.0
2089,0.0,4.0
2090,2.0,4.0
2091,1.0,5.0
2092,2.0,2.0
2093,3.0,2.0
2094,3.0,3.0
2095,3.0,1.0
2096,3.0,7.0
2097,0.0,7.0
2098,2.0,3.0
2099,2.0,5.0
2100,0.0,7.0
